Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H06S1V001,H06S1V002,H06S1V003,H06S1V004,H06S1V005,H06S1V006,H06S1V007,H06S1V008,H06S1V009,H06S1V010,H06S1V011,H06S1V012,H06S1V013,H06S1V014,H06S1V015,H06S1V016,H06S1V017,H06S1V018,H06S1V019,H06S1V020,H06S1V021,H06S2V001,H06S2V002,H06S2V003,H06S2V004,H06S2V005,H06S2V006,H06S2V007,H06S2V008,H06S2V009,H06S2V010,H06S2V011,H06S2V012,H06S2V013,H06S2V014,H06S2V015,H06S2V016,H06S2V017,H06S2V018,H06S2V019,H06S3V001,H06S3V002,H06S3V003,H06S3V004,H06S3V005,H06S3V006,H06S3V007,H06S3V008,H06S3V009,H06S3V010,H06S3V011,H06S3V012,H06S3V013,H06S3V014,H06S3V015,H06S3V016,H06S3V017,H06S3V018,H06S3V019,H06S3V020,H06S3V021,H06S3V022,H06S3V023,H06S3V024,H06S3V025,H06S3V026,H06S3V027,H06S3V028,H06S3V029,H06S3V030,H06S3V031,H06S3V032,H06S3V033,H06S3V034,H06S3V035,H06S3V036,H06S3V037,H06S3V038,H06S3V039,H06S3V040,H06S3V041,H06S3V042,H06S3V043,H06S3V044,H06S3V045,H06S3V046,H06S4V001,H06S4V002,H06S4V003,H06S4V004,H06S4V005,H06S4V006,H06S4V007,H06S4V008,H06S4V009,H06S4V010,H06S4V011,H06S4V012,H06S4V013,H06S4V014,H06S4V015,H06S4V016,H06S4V017,H06S4V018,H06S4V019,H06S4V020,H06S4V021,H06S4V022,H06S4V023,H06S4V024,H06S4V025,H06S4V026,H06S4V027,H06S4V028,H06S4V029,H06S4V030,H06S4V031,H06S4V032,H06S4V033,H06S4V034,H06S4V035,H06S4V036
777,VICTORIA,British Columbia,1872 - 1903,6,1887.02.22-1889.05.02,2305,a571bae0-e9a9-4bdc-9b51-1be3113a4e83,"BAKER, E.C.",632,0.2634,Conservative (1867-1942),"Accountant, conveyancer, notary",Protestant,0,2,,,,,,,,,England,Resignation: 1889.05.02,,,1,2,2,2,9,9,2,1,2,2,1,2,1,1,1,1,9,2,9,2,1,9,2,1,1,2,9,2,9,2,2,1,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
550,PICTOU,Nova Scotia,1867 - 1966,6,1887.02.22,2330,a6944562-cb8e-470b-be58-98091a2b8f27,"MCDOUGALD, John",3413,0.275,Liberal-Conservative,Merchant,Protestant,0,3,,,,,,,,,,,,,1,1,1,2,1,9,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,9,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,2,9,9,2,1,2,9,2,1,2,1,2,2,2,2,1,2,1,2,1,1,9,2,9,2,2,2,2,9,1,2,9,9,2,1,1,2,9
677,SHEFFORD,Quebec,1867 - ,6,1887.02.22,2331,a6ba55ea-2701-4f95-8bd6-623522121211,"AUDET, Antoine",1671,0.5047,Conservative (1867-1942),"Farmer, postmaster",Fr.Catholic,1,1,,,,,,,,,,,,,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,9,2,2,2,2,1,1,9,9,9,9,2,2,1,9,9,9,9,9,9,9,9,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,9,2,2,2,9,2,2,1,2,9,9,9,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,1,1,2,1,2,1,9,9,9,2,1,2,1,9,9,2,1,2,2,2,2,2,1,2,9,9,2,1,2,2,2
500,NORTHUMBERLAND EAST,Ontario,1867 - 1914,6,1887.12.22- and 1888.11.21,2355,a8b48423-a177-428b-932c-de0c479bc9de,"COCHRANE, Edward",2148,0.5028,Conservative (1867-1942),Farmer,Protestant,0,2,,,,,,,,,,Election declared void: 1887.12.22,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,9,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,2,1,2,1,2,2,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,9,1,9,2,2,9,2,2,1,2,9,1,2,2,2,2,1,2,2,2
663,SASKATCHEWAN (PROVISIONAL DISTRICT),Northwest Territories,,6,1887.02.22,2368,a956d6f0-b2b4-477f-a37e-3e7d8acef076,"MACDOWALL, D.H.",718,0.5654,Conservative (1867-1942),Lumber merchant,Protestant,0,1,,,,,,,,,Scotland,,,,9,9,9,9,9,2,2,1,2,2,1,2,1,1,1,1,2,2,1,9,9,2,2,1,1,9,1,2,9,2,2,1,2,1,2,2,9,9,2,9,2,2,2,2,2,9,9,9,9,2,9,9,2,1,2,2,2,2,1,2,2,2,2,2,9,9,9,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,9,9,9,9,2,1,2,1,2,1,2,2,1,2,1,2,1,9,2,2,1,2,9,9,2,9,2,9,9,9,9,9,9,9,9
548,PETERBOROUGH EAST,Ontario,1867 - 1924,6,1887.02.22,2370,a97355ba-5428-4426-ab4f-49d3faf089a7,"LANG, John",1697,0.5166,Independent Liberal,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,2,1,2,1,1,2,1,9,9,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,9,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,1,2,2,1,2,1,2,2,2,1,9,2,9,2,2,1,2,1,1,2,2,1,1,2,9,9,9,1,9,9,1,1
409,LUNENBURG,Nova Scotia,1867 - 1924,6,1887.02.22,2390,aac51653-5415-4437-b975-cf3b5ffecb81,"EISENHAUR, James D.",2430,0.5129,Liberal Party of Canada,"Exporter, merchant",Protestant,0,1,,,,,,,,,,,,,2,2,2,1,2,1,1,2,9,9,9,1,2,1,2,2,1,1,2,9,2,1,1,2,2,9,2,1,2,1,1,2,1,9,1,1,9,9,9,9,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,9,9,9,9,9,9,1,9,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,9,1,2,2,1,9,9,9,9,9,2,2,1,1,9
589,QUEENS,Nova Scotia,1867 - 1892,6,1887.02.22,2391,aac8733e-c145-452d-8194-3a4e7e3c142c,"FREEMAN, J.N.",824,0.5046,Liberal-Conservative,Merchant,Protestant,0,1,,,,,,,,,,,,,9,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,9,1,1,9,9,2,2,1,1,2,1,9,2,2,2,1,2,1,2,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,2,2,9,1,2,1,2,2,9,9,9,2,1,2,1,9,2,2,1,2,2,2,2,9,9,2,2,2,2,9,9,9,9
783,VICTORIA NORTH,Ontario,1867 - 1903,6,1887.02.22,2397,ab17bb2c-d9f1-4ff6-9c50-7a72a3a1204b,"BARRON, John Augustus",1442,0.5583,Liberal Party of Canada,Lawyer,Unknown,0,1,,,,,,,,,,,,,2,2,2,1,2,9,1,2,1,9,9,1,2,9,2,2,1,1,9,9,9,1,1,2,2,9,2,1,2,1,1,2,1,1,1,1,1,9,9,9,1,1,1,1,1,2,2,1,2,9,9,9,1,9,1,2,1,1,1,9,1,1,9,1,1,1,1,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,2,2,9,2,1,2,2,2,1,9,9,1,2,2,1,9,2,1,9,2,1,9,2,1,1,9,1,9,9,1,1
753,THREE RIVERS,Quebec,1867 - 1892,6,1887.02.22,2399,ab3915d1-c1a6-4e29-b141-bfaa125727e1,"LANGEVIN, Hon. Sir Hector L.",640,0.512,Conservative (1867-1942),"Editor, lawyer",Fr.Catholic,1,6,,1,,,,,,,,,,,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,9,2,2,2,2,2,2,2,1,1,9,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2
338,KING'S COUNTY,Prince Edward Island,1873 - 1892,6,1887.02.22,2422,ad64bb45-56bd-43d2-af0f-94db6997f9ec,"MCINTYRE, Peter Adolphus",2431,0.2531,Liberal Party of Canada,"Coroner, physician",Catholic,0,3,,,,,,,,,,,,,2,2,2,1,2,9,1,2,1,9,9,1,2,9,2,2,1,1,9,9,9,1,1,2,2,1,2,9,2,1,1,2,1,9,9,9,9,9,9,9,1,1,1,1,1,1,2,9,9,1,1,2,1,1,1,2,1,2,2,9,1,1,1,1,1,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,1,1,2,1,1,2,1,9,1,2,2,1,2,1,2,9,1,9,9,9,2,9,9,9,9,1,1,1,2,9,9,9,9
455,MONTCALM,Quebec,1867 - 1914,6,1887.02.22,2441,af0dba33-4406-4d1c-8771-ea056488f62b,"THERIEN, Olaus",953,0.533,Conservative (1867-1942),"Editor, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,2,2,2,1,1,2,2,1,2,2,1,2,1,9,2,1,2,2,9,9,9,2,2,1,9,1,9,2,2,9,2,1,9,9,9,2,2,2,9,9,2,2,2,2,2,1,1,2,1,2,1,2,2,1,9,9,2,2,2,1,2,2,1,2,2,2,2,9,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,2,2,1,1,2,1,1,1,1,1,2,1,1,9,9,1,9,2,1,2,2,2,2,9,1,2,2,9,9,9,9,2,2
515,ONTARIO WEST,Ontario,1882 - 1903,6,1887.02.22,2443,af336842-eee5-4285-bfb9-7917bf245ea6,"EDGAR, Jas. D.",1900,0.5936,Liberal Party of Canada,"Barrister, lawyer",Protestant,0,3,,,,,,,,,,,,,2,2,2,1,2,1,1,2,1,1,1,1,2,9,2,2,1,1,1,9,9,1,1,2,2,1,2,1,2,1,1,2,1,1,1,9,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,9,1,1,1,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,1,2,2,1,9,1,9,9,9,2,1,1,2,2,9,9,9,9,9,9,2,2,1,9,9
400,LISGAR,Manitoba,1871 - 1987,6,1887.02.22,2465,b0d8ec0f-9ce4-4c4f-9156-38f5b6c9386b,"ROSS, Arthur W.",accl.,,Liberal-Conservative,"Lawyer, teacher",Protestant,0,2,,,,,,,,,,,,,1,1,1,2,1,2,2,1,2,9,9,2,1,1,2,2,2,2,1,9,9,2,2,1,9,9,9,2,9,2,2,1,2,1,9,9,2,2,2,9,2,2,2,2,9,2,9,9,9,9,9,9,2,9,2,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,2,1,2,2,2,1,2,1,2,9,2,2,1,2,1,9,1,9,2,9,9,9,9,9,9,9,2,9,2,2,2,9,9,2,2
118,CARIBOO,British Columbia,1872 - 1892,6,1887.02.22-1888.10.07 ,2471,b1374691-e019-49b8-a8af-16081be4c628,"REID, James",145,0.58,Liberal-Conservative,"Businessman, miner",Protestant,0,3,,,,,,,,,,Resignation. Called to the Senate: 1888.10.07 ,,,1,1,1,2,1,2,9,9,2,2,1,2,1,1,2,2,9,2,1,1,1,2,2,1,1,9,9,2,9,2,2,1,9,1,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
122,CARLETON,New Brunswick,1867 - 1914,6,1887.02.22,2480,b1db2ed2-2afa-4436-be50-1a568c38811a,"HALE, Frederick H.",2362,0.6552,Liberal Party of Canada,Lumber merchant,Protestant,0,1,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,9,1,1,2,2,2,1,9,1,1,2,1,2,1,1,9,1,1,1,1,1,9,2,2,2,2,2,1,9,9,1,2,9,2,2,1,1,9,9,1,1,9,9,1,1,1,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,2,1,2,1,9,9,9,9,9,9,9,1,9,9,1,1,2,1,9,9,9,2,1,1,1,9,9,9,9,9
146,CITY AND COUNTY OF ST. JOHN,New Brunswick,1867 - 1914,6,1887.02.22,2485,b20ffa27-a099-4ccf-b768-64b13856cf2d,"SKINNER, C.N.",4136,0.264,Liberal Party of Canada,"Judge, lawyer",Protestant,0,1,,,,,,,,,,,,,2,2,2,1,2,9,9,9,2,2,1,1,2,1,1,2,2,2,9,9,9,9,9,9,9,2,1,2,1,9,2,1,2,1,2,2,2,9,9,9,9,9,9,9,2,2,9,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,9,2,1,2,2,2,1,2,1,2,9,2,2,1,2,9,9,9,9,9,9,9,9,2,2,2,1,2,9,2,2,2,9,9,9,9
172,DIGBY,Nova Scotia,1867 - 1914,6,1887.07.16,2486,b216f42e-0dcc-456b-8b03-68374ffa90f7,"JONES, Herbert Ladd",1092,0.5084,Conservative (1867-1942),"Lumberman, merchant, shipowner",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,9,9,9,2,2,2,1,2,1,2,2,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,1,2,9,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,9,9,9,2,1,2,1,1,2,2,1,2,2,1,2,9,9,2,2,2,2,1,1,2,2
770,VERCHERES,Quebec,1867 - 1892,6,1887.02.22,2499,b3509db1-9d7e-441f-9b44-ebae2fd10555,"GEOFFRION, Hon. F.",1125,0.5317,Liberal Party of Canada,Notary,Fr.Catholic,1,6,,,,,,,,,,,,,2,2,2,1,2,1,1,2,1,9,9,1,2,9,2,2,1,2,9,2,2,1,1,2,2,9,9,1,9,1,1,2,9,9,1,1,1,1,9,1,9,1,1,1,1,1,2,2,2,2,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,2,9,1,1,9,1,2,2,1,2,1,1,9,1,2,2,1,1,1
107,CAPE BRETON,Nova Scotia,1867 - 1903,6,1887.02.22,2514,b4be02a5-b2da-4a53-8a58-46c2fb101176,"MCDOUGALL, H.F.",1883,0.2197,Liberal-Conservative,Merchant,Catholic,0,2,,,,,,,,,,,,,2,2,2,1,1,2,2,1,2,2,1,2,1,2,9,9,2,2,2,2,9,2,2,1,1,2,9,2,1,2,2,1,2,2,9,9,9,9,9,9,2,2,2,2,2,2,2,2,1,2,2,1,2,9,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,2,9,2,9,9,2,2,1,9,2,1,2,2,1,2,2,2,2,9,9,9,9
301,HURON EAST,Ontario,1882 - 1914,6,1887.02.22,2522,b51f4134-46ce-4074-8ec8-9b889a8caa45,"MACDONALD, Peter",2088,0.5074,Liberal Party of Canada,Physician,Protestant,0,1,,,,,,,,,,,,,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,9,1,1,1,1,2,2,1,2,9,2,1,1,2,1,1,9,1,1,9,1,9,1,1,1,1,1,9,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,2,2,1,2,1,2,2,2,1,9,9,1,2,9,1,1,2,1,9,9,1,9,2,9,9,1,1,2,9,1,9
606,RICHELIEU,Quebec,1867 - 1933,6,1887.10.18,2532,b602d55d-17f9-467a-8b0f-d4e6b7bf3d1c,"MASSUE, Joseph-Aime",accl.,,Conservative (1867-1942),Person of independent means,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,1,1,9,1,2,1,1,1,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
313,JACQUES CARTIER,Quebec,1867 - 1952,6,1887.02.22,2544,b751ee4d-e377-4f83-af5b-c9b4106ae886,"GIROUARD, Desire",1161,0.5461,Conservative (1867-1942),"Author, lawyer",Fr.Catholic,1,3,,,,,,,,,,,,,2,2,2,1,1,2,9,9,2,2,1,2,1,2,2,1,2,2,2,9,9,2,2,1,1,1,9,1,2,9,2,1,9,9,2,2,2,9,9,9,2,2,2,2,9,9,1,2,1,9,9,9,2,9,2,9,2,2,9,9,2,9,9,2,2,2,2,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,9,9,2,2,9,9,9,9,1,9,9,1,9,9,9,9,1,9,9,9,9,2,9,9,9,9,9,2,2
601,RENFREW SOUTH,Ontario,1867 - 1966,6,1887.08.02,2586,b9cfd26c-f57d-4fa9-9702-4a65c1f134f0,"FERGUSON, John",1299,0.5246,Independent Conservative,"Farmer, lumberman",Protestant,0,1,,,,,,,,,Scotland,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,2,9,2,2,2,2,1,9,9,2,2,2,2,2,9,2,2,2,2,9,9,9,9,9,2,2,1,2,1,2,9,2,2,2,2,9,2,9,9,9,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,2,2,2,1,9,1,2,2,2,2,1,9,1,2,1,9,9,9,9,2,9,9,9,9,9,9,2,9,2,1,1,2,2
274,HANTS,Nova Scotia,1867 - 1924,6,1887.02.22,2605,bab4db6b-405f-40df-a8aa-867879c446b4,"PUTNAM, Alfred",1800,0.5175,Conservative (1867-1942),Shipbuilder,Protestant,0,1,,,,,,,,,,,,,2,2,2,1,1,2,2,1,9,9,9,9,9,1,2,2,1,1,1,2,1,2,2,1,1,9,9,9,1,2,2,1,2,1,2,2,9,9,9,9,2,2,2,2,2,1,2,2,1,2,1,2,9,1,2,1,2,2,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,1,2,2,1,9,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,9,2,1,2,2,1,2,1,9,2,9,2,2,1,1,2,9
810,WESTMORLAND,New Brunswick,1867 - 1966,6,1887.02.22,2623,bc2d3b18-acf5-416e-8680-690fac73f428,"WOOD, Josiah",3252,0.5455,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,1,1,1,2,1,2,2,1,9,2,1,2,1,9,2,2,1,1,9,2,1,2,2,1,9,9,9,2,9,2,2,1,2,1,2,2,2,9,9,2,2,2,2,2,2,9,2,2,1,2,2,1,2,9,2,1,2,2,9,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,9,2,2,2,1,2,1,2,2,9,9,9,2,1,2,1,1,2,2,9,2,9,9,9,9,1,9,2,2,2,1,2,2,2
446,MISSISQUOI,Quebec,1867-1924,6,1888.03.27,2627,bc715bcf-f296-45d0-9001-fc06cc2c7bd3,"MEIGS, Daniel Bishop",1617,0.536,Liberal Party of Canada,"Farmer, lumberman",Protestant,0,1,,,,,,,,,,Drop because of by-election,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,2,1,2,1,2,1,1,2,9,9,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,9,2,1,9,1,1,2,1,2,1,1,1,1,9,1,1,1,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,1,1,1,1,1,2,1,2,1,1,2,9,2,9,2,9,1,1,1,1,2,2,1,1,2,1,9,9,2,9,9,1,1
280,HASTINGS WEST,Ontario,1867 - 1924,6,1887.02.22-1888.02.29 ,2650,bea4f4c6-fbaa-49c1-885e-a666e2d2b558,"ROBERTSON, Alexander",1728,0.5272,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,Died in office: 1888.02.29 ,,,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,2,9,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
181,DORCHESTER,Quebec,1867 - 1966,6,1887.02.22-1887.07.06,2689,c113087d-084c-4ee3-851b-0d10b93cfdd1,"DUCHESNAY, H.J.J.",1565,0.5897,Nationalist,"Dairy farmer, lawyer",Fr.Catholic,1,1,,,,,,,,,,Died in office: 1887.07.06,,,2,2,2,1,2,2,9,9,2,2,1,1,2,9,2,2,1,2,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
161,CORNWALL AND STORMONT,Ontario,1882 - 1903,6,1887.02.22,2706,c205a3fe-2e09-4a32-a8a8-a1721609386f,"BERGIN, Darby, M.D.",2077,0.5215,Liberal-Conservative,Physician,Catholic,0,4,,,,,,,,,,,,,2,2,2,1,1,2,2,1,2,2,1,2,1,9,1,2,2,2,2,9,9,9,9,9,1,1,1,1,1,2,2,1,2,9,2,9,9,9,9,9,2,2,2,2,9,1,2,2,1,2,1,2,9,1,2,2,2,2,2,2,2,2,9,2,9,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,2,2,1,9,1,9,2,9,1,9,1,2,1,9,9,9,9,9,9,9,9,9,2
401,LONDON,Ontario,1867 - 1966,6,1887.02.22,2710,c24b8c34-80ba-4bd2-93fc-2ee2c64c11d7,"CARLING, Hon. John",2013,0.5049,Liberal-Conservative,Brewer,Protestant,0,5,,1,,,,,,,,,,,1,1,1,2,1,2,2,1,2,2,1,2,1,9,1,1,2,2,9,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,2,2,1,2,1,2,1,2,2,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,9,2,2,1,2,1,2,2,2,2,1,2,1,2,1,9,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2
562,PORTNEUF,Quebec,1867 - 2004,6,1887.02.22-1890.06.19,2719,c3166c01-f4fd-4300-bb8d-859f7e8e5789,"SAINT-GEORGES, J.E.A. de",1962,0.5415,Liberal Party of Canada,"Lawyer, physician",Fr.Catholic,1,4,,,,,,,,,,Died in office: 1890.06.19,,,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,9,9,9,9,1,2,2,1,2,1,2,1,1,2,1,2,9,1,1,1,1,9,1,1,1,1,1,9,9,9,9,9,9,9,1,9,1,2,1,9,2,1,1,1,9,1,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,1,2,9,9,9,9,2,9,2,9,1,9,2,1,9,2,1,9,1,9,9,9,9,2,9,1,9
74,BROCKVILLE,Ontario,1867 - 1914,6,1887.02.22,2738,c48acb12-4d61-4011-8dca-4a7eaa29ee6d,"WOOD, John Fisher",1823,0.543,Liberal-Conservative,Lawyer,Protestant,0,2,,,,,,,,,,,,,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,9,9,2,2,1,1,2,1,9,1,2,2,1,9,1,9,2,2,2,2,2,2,2,2,2,2,9,2,2,1,9,1,2,2,2,2,9,2,2,1,2,9,9,9,2,2,2,2,2,2,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,9,1,9,9,2,2,1,1,2,2,2,2,1,2,2,2
713,SUNBURY,New Brunswick,1867 - 1892,6,1887.02.22,2761,c63dd00f-8331-4a72-9650-25cda0ce07a6,"WILMOT, Robert Duncan, Jun.",588,0.5144,Conservative (1867-1942),Businessman,Protestant,0,1,,,,,,,,,England,,,,2,2,2,1,1,2,2,1,2,2,1,2,1,9,2,2,1,1,9,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,9,1,9,2,1,2,1,2,2,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,1,2,2,1,2,9,9,2,2,1,9,1,2,2,2,2,1,9,1,2,1,1,2,2,1,2,2,2,2,9,9,2,2,2,2,1,2,2,2
