Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H14S1V001,H14S1V002,H14S1V003,H14S1V004,H14S1V005,H14S1V006,H14S1V007,H14S1V008,H14S1V009,H14S1V010,H14S1V011,H14S1V012,H14S1V013,H14S2V001,H14S2V002,H14S2V003,H14S2V004,H14S2V005,H14S2V006,H14S2V007,H14S2V008,H14S2V009,H14S2V010,H14S2V011,H14S2V012,H14S2V013,H14S2V014,H14S2V015,H14S2V016,H14S2V017,H14S2V018,H14S2V019,H14S2V020,H14S2V021,H14S2V022,H14S2V023,H14S2V024,H14S3V001,H14S3V002,H14S3V003,H14S3V004,H14S3V005,H14S3V006,H14S3V007,H14S3V008,H14S3V009,H14S3V010,H14S3V011,H14S3V012,H14S3V013,H14S3V014,H14S3V015,H14S3V016,H14S3V017,H14S3V018,H14S3V019,H14S3V020,H14S4V001,H14S4V002,H14S4V003,H14S4V004,H14S4V005,H14S4V006,H14S4V007,H14S4V008,H14S4V009,H14S4V010,H14S4V011,H14S4V012,H14S4V013,H14S4V014,H14S4V015,H14S4V016,H14S4V017,H14S4V018,H14S4V019,H14S4V020,H14S4V021,H14S4V022,H14S4V023,H14S4V024,H14S4V025,H14S4V026,H14S4V027,H14S4V028
339,KINGS,Nova Scotia,1867 - 1924,14,1921.12.06,2899,d03f82b2-7df8-4a68-8b09-529996600403,"ROBINSON, Ernest William",5812,0.5328,Liberal Party of Canada,"Principal, teacher",Protestant,0,1,,,,,,,,,,,,,2,2,2,2,2,1,1,9,1,2,1,9,2,2,2,9,9,1,1,2,2,9,1,2,1,2,1,2,1,2,2,2,2,9,9,9,9,2,9,1,2,9,2,1,2,9,2,9,9,1,2,2,2,2,2,9,9,1,9,1,2,1,1,1,9,9,2,1,1,1,2,2,1,2,2,9,9,9,9,9,2,9,1,9,9
388,LEEDS,Ontario,1903 - 1976,14,1921.12.06,2906,d0fdc43a-2bf2-47f2-a4e7-5e122182e613,"STEWART, Hugh Alexander",7868,0.4558,Conservative (1867-1942),Barrister,Protestant,0,1,,,,,,,,,,,,,1,9,2,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,9,1,2,2,2,2,1,2,2,2,2,2,2,2,9,1,2,2,2,9,2,2,1,2,1,2,2,2,2,2,2,2,1,9,9,1,9,1,1,1,2,2,2,2,9,9,9,1,1,1,2,2,9,9,2,2,1,9,2,2,2,2,9
1246,PRINCE EDWARD,Ontario,1903 - 1924,14,1921.12.06,2929,d2b6bc8c-64ad-485c-9138-2e83f8a47ada,"HUBBS, John",3839,0.4301,Conservative (1867-1942),"Canner, manufacturer",Protestant,0,1,,,,,,,,,,,,,1,9,2,2,1,2,2,9,9,1,2,2,1,9,9,9,2,2,9,2,9,2,9,1,2,2,2,2,1,9,9,9,2,2,2,9,9,1,2,2,2,9,2,2,9,2,1,9,9,2,9,9,9,9,9,9,9,1,9,1,1,1,9,9,2,2,9,9,2,1,1,1,2,9,1,9,2,2,9,1,2,2,1,2,9
216,ESSEX SOUTH,Ontario,1882 - 1966,14,1921.12.06-1921.12.28 and 1922.01.19,2938,d37caeac-e2c8-4010-a406-bd6c910d1265,"GRAHAM, Hon. George Perry",4968,0.4014,Liberal Party of Canada,"Editor, journalist",Protestant,0,4,,1,,,,,,,,Resignation. Appointed Minister of Militia and Defence and Minister of Naval Service: 1921.12.28,,,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,9,1,9,2,2,1,1,2,1,2,1,2,1,9,9,9,2,2,1,2,2,2,1,1,2,9,2,1,2,1,2,2,1,1,2,2,2,2,2,2,9,2,1,2,1,2,1,1,9,9,2,1,9,9,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2
648,ST. LAWRENCE--ST. GEORGE,Quebec,1914 - 1947,14,1921.12.06,2959,d532de86-ad09-46e3-a8c4-9e590cdd3f60,"MARLER, Herbert",7836,0.5753,Liberal Party of Canada,Notary,Protestant,1,1,,1,,,,,,,,,,,2,9,2,2,2,1,9,2,1,2,1,1,2,2,2,9,2,1,9,2,9,1,9,2,1,2,1,9,9,9,9,9,9,9,9,2,2,2,9,9,9,9,2,2,1,9,2,2,1,9,1,2,2,9,9,2,9,2,9,9,9,9,9,9,2,2,2,1,9,1,2,2,1,2,2,9,9,9,9,2,2,2,1,1,9
639,ST. JAMES,Quebec,1892 - 1947,14,1921.12.06,2963,d5513859-e07e-4492-ae07-70bda3037018,"RINFRET, Fernand",11216,0.8756,Liberal Party of Canada,"Author, editor, journalist, professor",Fr.Catholic,1,2,,,,,,,,,,,,,2,1,2,2,2,1,1,9,1,2,1,1,9,2,2,9,2,1,2,9,2,1,9,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,9,2,1,2,9,9,9,9,1,1,2,2,9,9,2,9,2,9,2,1,2,9,9,9,1,2,1,1,9,2,2,1,2,2,9,1,1,2,2,2,2,1,1,9
215,ESSEX NORTH,Ontario,1882 - 1924,14,1921.12.06-1921.12.28 and 1922.01.19-1923.01.17,2971,d5a0d3d3-6b4e-4fdb-a972-94df91380910,"KENNEDY, Hon. William Costell",14176,0.67,Liberal Party of Canada,Business executive,Catholic,0,2,,1,,,,,,,,Resignation. Named Minister of Railways and Canals: 1921.12.28 & Died in office: 1923.01.17,,,2,2,2,9,2,1,1,9,1,2,1,9,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
551,PONTIAC,Quebec,1867 - 1947,14,1921.12.06,2977,d5ebc186-4009-4db8-86b0-4782e041793e,"CAHILL, Frank S.",11077,0.6658,Liberal Party of Canada,"Broker, clerk, real estate broker",Catholic,0,2,,,,,,,,,,,,,2,9,9,1,2,1,1,9,1,2,1,9,2,2,2,9,9,9,2,9,2,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,2,1,1,2,9,2,1,2,9,2,2,1,1,1,9,2,9,9,9,2,2,9,9,9,9,9,1,2,9,2,1,9,1,9,2,1,2,2,9,1,9,9,2,9,9,9,9,2
838,YARMOUTH AND CLARE,Nova Scotia,1914 - 1924,14,1921.12.06,2979,d6149dad-e74f-4a6a-94fd-5a6e979e9b12,"HATFIELD, Paul LaCombe",7165,0.5609,Liberal Party of Canada,"Broker, insurance agent, master mariner",Protestant,0,1,,,,,,,,,,,,,2,2,9,1,9,9,9,2,1,2,1,9,2,2,2,9,1,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,9,2,2,1,1,2,2,2,2,2,2,9,1,1,1,2,1,1,1,9,9,2,1,1,1,2,2,1,2,9,9,9,9,9,2,9,9,9,9,9
721,TEMISCOUATA,Quebec,1867 - 1959,14,1921.12.06-1924.10.09 ,2988,d68f3149-1746-4cee-8c31-9202fd5201eb,"GAUVREAU, Charles-Arthur",5625,0.4078,Liberal Party of Canada,"Author, notary",Fr.Catholic,1,7,,,,,,,,,,Died in office: 1924.10.09 ,,,2,2,2,2,2,1,1,9,1,2,1,9,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,9,9,2,2,2,2,2,1,2,2,2,9,1,2,9,2,1,2,9,2,2,1,1,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
497,NORTHUMBERLAND,New Brunswick,1867 - 1955,14,1924.10.07-1925.09.27,2993,d6d29405-8056-41dc-bcd5-6f50b423dd8e,"SNOWBALL, William Bunting",6222,0.5271,Liberal Party of Canada,Lumber merchant,Protestant,0,1,,,,,,,,,,Died in office: 1925.09.27,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,9,9,2,9,1,9
514,ONTARIO SOUTH,Ontario,1867 - 1924,14,1921.12.06,3003,d79c3d9f-0c78-482f-b221-35becbf310ec,"CLIFFORD, Lawson Omar",5102,0.3887,Liberal Party of Canada,"Farmer, fruit grower, rancher",Protestant,0,1,,,,,,,,,,,,,2,2,2,9,2,1,1,2,9,2,1,9,2,2,2,9,2,1,2,2,9,9,1,9,1,2,1,9,9,2,2,2,9,9,9,9,9,2,9,9,9,9,2,1,9,9,2,9,1,9,9,9,2,9,2,9,2,9,9,9,9,9,9,9,9,9,2,1,9,9,2,2,1,9,9,9,2,2,1,9,2,9,9,1,9
304,HURON SOUTH,Ontario,1867 - 1933,14,1921.12.06,3056,dbbbcb23-54be-4bc4-9f9f-53a05970a948,"BLACK, William",4105,0.3384,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,9,1,1,2,2,1,9,1,1,1,2,2,1,9,9,9,9,9,9,9,9,2,1,2,1,2,2,1,2,9,2,2,1,1,2,2,9,2,1,9,9,1,9,1,2,1,2,1,1,9,2,1,1,2,9,2,1,2,2,1,2,2,1,1,2,2,9,9,9
464,MOOSE JAW,Saskatchewan,1907 - 1952,14,1923.04.10,3063,dc47c8b4-fad7-4e96-a093-0236e83d388e,"HOPKINS, Edward Nicholas",8960,0.549,Progressive,"Farmer, manufacturer",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,1,1,2,2,1,1,1,1,1,1,9,1,2,2,1,9,9,2,2,1,2,9,2,1,9,1,2,9,9,1,9,9,9,1,2,1,2,1,1,1,1,9,2,1,9,2,1,2,2,1,2,9,2,2,1,9,2,1,1,9,1
11,ALGOMA WEST,Ontario,1903 - 1966,14,1921.12.06,3065,dc5215fb-d1ed-4304-98be-1b83f9dd1813,"SIMPSON, Thomas Edward",4279,0.4012,Conservative (1867-1942),Merchant,Protestant,0,2,,,,,,,,,,,,,1,2,2,2,1,2,2,9,1,1,2,9,1,1,2,9,2,2,9,2,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,2,9,9,2,2,2,1,9,9,9,9,9,2,2,9,9,9,9,9,1,9,1,1,2,2,2,2,9,1,2,2,1,1,1,2,9,1,2,2,2,1,9,9,2,2,1,1
630,ST. ANTOINE,Quebec,1892 - 1933,14,1924.09.02,3067,dc6b4832-91f5-47f9-af3b-39c85c81011b,"HUSHION, William James",4792,0.5449,Liberal Party of Canada,"Businessman, merchant",Catholic,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,2,1,2,9,9,9,9,2,1,9,9,9,2,1,2,2,9,9,9,9,9,2,9,9,9,2
685,SIMCOE EAST,Ontario,1882 - 1966,14,1921.12.06,3085,de42cac7-8e43-4a1c-800a-62c7834e3b53,"CHEW, Manley",7414,0.4741,Liberal Party of Canada,Lumber merchant,Protestant,0,2,,,,,,,,,,,,,2,9,9,9,9,9,9,9,1,2,1,9,2,9,9,9,9,9,2,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,2,1,2,2,9,9,9,9,2,2,9,9,9,2
75,BROME,Quebec,1867 - 1924,14,1921.12.06,3088,deaf5a4f-d8a1-49b8-a81b-f90eeaf06463,"MCMASTER, Andrew Ross",3768,0.6353,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,,,,2,2,1,1,2,1,9,2,1,9,9,9,9,2,1,2,1,1,1,9,9,1,9,2,1,1,2,2,2,9,9,9,9,9,9,9,1,2,1,1,2,9,2,1,2,9,9,9,9,9,9,9,2,9,9,9,9,1,9,1,2,1,1,1,9,9,2,1,1,1,2,9,9,2,2,2,2,2,1,9,2,2,1,9,9
691,SOURIS,Manitoba,1903 - 1952,14,1921.12.06,3092,df151eb5-8297-4f07-897a-ee531063f6ea,"STEEDSMAN, James",7380,0.6652,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,2,2,9,2,1,1,1,1,2,1,9,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,9,2,1,9,1,2,1,9,2,1,1,9,1,2,1,2,1,1,2,1,9,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1
17,ANTIGONISH--GUYSBOROUGH,Nova Scotia,1914 - 1966,14,1921.12.06,3095,df4ae425-8ef9-4dad-bd14-1308e389d7a7,"MCISAAC, Colin F.",6752,0.579,Liberal Party of Canada,Lawyer,Catholic,0,5,,,,,,,,,,,,,2,2,2,2,2,1,1,1,1,2,1,9,2,2,2,2,2,1,2,2,9,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,9,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,9,1,2,1,2,1,9,1,2,2,1,9,2,1,1,9,2,2,2,2,1,1,2
485,NICOLET,Quebec,1867 - 1933,14,1923.05.14,3101,dfdac7cd-491f-4604-808c-497c9345113a,"DESCOTEAUX, Joseph-Felix",accl.,,Liberal Party of Canada,Farmer,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,9,9,2,2,2,2,2,1,9,9,2,1,1,2,2,2,1,2,1,2,2,1,1,9,2,2,9,9,2,2,2,1,2,1,2,1,1,2,9,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2
495,NORTH BATTLEFORD,Saskatchewan,1914 - 1924,14,1921.12.06,3155,e4c1222f-dee0-41d0-b2a0-389ad27445c7,"DAVIES, Claudius Charles",8786,0.622,Progressive,Farmer,Protestant,0,1,,,,,,,,,England,,,,2,9,9,9,2,2,1,2,2,2,2,9,2,1,1,1,1,2,9,1,9,1,9,1,1,1,2,1,2,1,1,1,1,9,2,1,2,2,1,2,1,2,2,1,2,1,2,9,9,1,9,9,1,1,1,1,9,1,1,1,2,1,1,2,1,1,2,1,2,2,9,2,2,1,2,2,2,2,1,1,1,1,1,9,1
488,NORFOLK,Ontario,1903 - 1924,14,1921.12.06,3167,e5a92730-d529-473c-ab79-ab8f9208084d,"WALLACE, John Alexander",6205,0.5323,Progressive,"Engineer, farmer",Protestant,0,1,,,,,,,,,,,,,9,1,1,1,2,2,9,2,2,2,2,1,2,1,1,1,1,2,1,2,2,1,2,9,9,1,2,1,2,1,1,1,1,1,1,9,9,2,1,2,1,9,2,1,2,9,2,1,2,9,2,1,9,1,1,9,1,1,2,1,2,1,1,1,1,2,2,1,9,2,1,2,2,9,2,9,2,2,1,9,9,2,1,2,1
736,TORONTO CENTRE,Ontario,1872 - 1924,14,1921.12.06,3179,e6786985-b2b3-47ed-b311-263fcfc27c2a,"BRISTOL, Edmund",5985,0.5388,Conservative (1867-1942),Barrister,Protestant,0,5,,,,,,,,,,,,,9,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,2,1,9,9,9,1,2,1,2,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9
443,MIDDLESEX WEST,Ontario,1867 - 1966,14,1921.12.06-1925.05.24,3210,e8df7fb9-b00f-452d-a1b0-889be0566418,"DRUMMOND, John Douglas Fraser",5543,0.4622,Progressive,Farmer,Protestant,0,1,,,,,,,,,,Died in office: 1925.05.24,,,9,9,1,1,2,2,9,2,2,2,2,9,2,9,9,1,1,9,1,1,2,1,9,1,1,1,2,2,1,9,9,9,9,9,9,1,2,2,1,2,1,2,2,1,2,1,2,2,9,1,2,2,9,1,9,9,2,9,2,1,2,9,2,1,1,2,2,1,1,2,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99
33,BATTLEFORD,Saskatchewan,1907 - 1924,14,1921.12.06,3231,ea19de49-9b15-46c8-a7fe-bb3f4f5a7eb5,"MCCONICA, Thomas Henry",9156,0.8546,Progressive,"Farmer, lawyer",Protestant,0,1,,,,,,,,,United States,,,,2,2,1,1,2,2,1,9,2,2,2,1,2,2,1,1,9,9,9,9,9,9,9,9,1,1,2,2,1,1,1,1,1,9,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1,1,9,2,2,2,2,1,9,1,1,1,2,1,1,1,1,1,9,9,9,2,1,2,1,2,2,9,9,2,1,9,2,1,1,1,2
144,CHICOUTIMI--SAGUENAY,Quebec,1867 - 1924,14,1921.12.06-1925.10.22,3239,eb124d7f-4a4d-428f-9ac8-dd40b58d7fad,"SAVARD, Edmond",19427,0.7161,Liberal Party of Canada,"Coroner, physician",Fr.Catholic,1,2,,,,,,,,,,"Died, prior to the 1925 general election: 1925.10.22",,,2,1,2,2,2,1,1,1,9,2,1,9,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,9,9,9,9,9,9,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,9,2,2,2,2,2,9,2,1,2,1,9,1,1,2,9,2,1,1,1,2,2,1,2,2,9,1,1,2,2,2,2,1,9,9
272,HAMILTON WEST,Ontario,1903 - 2003,14,1921.12.06,3242,eb312f61-0e3f-44a0-8900-2f9bed6fae6a,"STEWART, Thomas Joseph",6942,0.5146,Conservative (1867-1942),Businessman,Protestant,0,4,,,,,,,,,,,,,1,9,9,2,1,2,9,2,9,1,2,2,1,1,2,9,9,2,2,2,9,2,9,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,9,9,9,9,2,2,1,9,1,9,2,9,1,2,9,2,2,9,9,1,1,2,1,2,2,2,2,9,9,9,9,1,1,1,2,9,1,9,1,2,1,1,2,2,2,2,1
464,MOOSE JAW,Saskatchewan,1907 - 1952,14,1921.12.06,3250,eba78b88-8200-4d6b-a4e1-89d869628ae4,"JOHNSON, Robert Milton",6744,0.4108,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
518,OTTAWA (CITY OF),Ontario,,14,1921.12.06,3270,ed2c1fcc-9b3d-43e7-8145-ba55cb2d1ab1,"CHEVRIER, Edgar Rodolphe Eugen",21107,0.2506,Liberal Party of Canada,"Barrister, judge, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,2,2,2,9,2,1,1,2,9,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,9,2,2,1,2,2,2,1,1,2,2,2,1,9,9,2,2,1,9,9,2,2,2,2,2,2,2,1,2,1,2,1,1,2,9,2,1,1,1,2,2,1,2,2,1,9,9,9,2,2,9,1,1,9
821,WINNIPEG CENTRE,Manitoba,1914 - 1924,14,1921.12.06,3287,ee1cc492-9867-48d3-a612-c1fb491d2916,"WOODSWORTH, James Shaver",7774,0.4013,Labour,"Author, lecturer, longshore worker, minister, secretary, social activist, teacher",Protestant,0,1,,,,,,,,,,,,,9,1,1,1,2,2,1,2,2,1,2,9,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,9,1,1,2,1,2,1,2,2,1,1,1,1,1,9,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,9,9,1,2,2,2,2,1,1,1,1,1,2,1
1267,TORONTO WEST,Ontario,1903 - 1924,14,1921.12.06,3293,ee55f509-b280-46d5-addb-20aa2913fe21,"HOCKEN, Horatio Clarence",5920,0.5115,Conservative (1867-1942),"Journalist, publisher",Protestant,0,2,,,,,,,,,,,,,1,2,9,2,9,2,9,9,9,1,2,9,1,9,9,9,9,9,1,9,9,9,2,9,9,2,2,9,9,9,9,9,2,1,9,2,1,1,2,9,9,2,2,2,9,2,1,9,2,2,9,9,9,2,1,9,9,9,2,1,2,9,9,9,9,9,1,2,9,1,1,1,2,9,1,2,2,2,1,9,9,2,1,9,9
1263,ST. ANN,Quebec,1914 - 1947,14,1921.12.06,3299,eed1074d-0967-4250-98cb-371a25cb38b3,"WALSH, Joseph Charles",10742,0.6203,Liberal Party of Canada,"Journalist, lawyer",Catholic,0,2,,,,,,,,,,,,,2,9,2,2,9,9,1,2,9,2,1,9,9,2,2,9,9,9,2,2,9,9,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,2,1,9,9,2,2,1,9,9,9,9,9,2,2,9,2,9,9,9,9,9,1,9,9,2,1,9,9,2,9,9,2,2,9,9,9,9,9,2,9,9,9,9
498,NORTHUMBERLAND,Ontario,1914 - 1966,14,1921.12.06,3309,efcd99fc-059e-4290-a7f4-bf960db25009,"MAYBEE, Milton Edgar",6849,0.4659,Conservative (1867-1942),"Farmer, rancher",Protestant,0,1,,,,,,,,,,,,,1,9,2,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,9,2,9,1,9,2,2,2,1,9,9,9,9,9,9,9,9,1,2,9,9,9,2,2,1,9,1,9,2,2,2,9,9,9,9,9,9,1,9,9,9,9,9,2,9,9,1,2,9,1,1,1,2,9,1,9,9,9,9,1,9,2,2,2,1
327,KENT,New Brunswick,1867 - 1966,14,1921.12.06-1923.10.28,3314,f019c08a-4f55-43dc-83a7-39b7fc527519,"LEGER, Auguste Theophile",4626,0.5985,Liberal Party of Canada,"Farmer, lumber merchant",Fr.Catholic,1,2,,,,,,,,,,Died in office: 1923.10.28,,,2,2,2,1,2,1,1,1,1,9,9,9,2,2,2,2,9,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
778,VICTORIA,Ontario,1903 - 1966,14,1921.12.06,3320,f06f5b94-a0c0-4c3a-8bb0-57bddcb75c74,"THURSTON, John Jabez",8019,0.5064,Independent,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,1,1,2,2,1,9,2,2,2,1,2,1,1,1,1,2,1,1,2,1,9,1,1,1,2,2,1,9,9,9,9,9,9,1,9,2,1,2,1,1,2,1,2,1,2,1,2,9,2,2,9,1,1,9,9,1,9,9,9,9,2,9,1,2,9,9,1,2,1,2,2,9,2,9,2,2,1,1,9,1,1,1,1
99,EAST CALGARY,Alberta,1914 - 1924,14,1921.12.06,3324,f0d1049a-4acc-4789-a93f-b3bceae69e3f,"IRVINE, William",6135,0.4365,Labour,"Author, clergyperson, editor, farmer, journalist, organizer, publicist, writer",Unknown,0,1,,,,,,,,,Scotland,,,,9,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,9,1,9,1,9,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,9,2,1,2,2,9,1,1,1,1,9,1,1,2,1,2,1,1,2,9,9,1,2,2,9,1,1,2,1,9,2,2,2,1,1,1,1,1,2,1
737,TORONTO EAST,Ontario,1867 - 1933,14,1921.12.06,3352,f33a161e-9b39-479e-aac0-a821d3eae7b1,"RYCKMAN, Edmond Baird",5392,0.3612,Conservative (1867-1942),"Barrister, lawyer",Protestant,0,1,,,,,,,,,,,,,9,9,2,2,1,2,9,9,1,1,2,2,1,1,2,2,2,2,2,2,9,2,9,1,2,2,2,2,2,2,2,2,9,9,2,9,9,1,9,2,2,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,9,2,2,9,9,9,2,1,9,1,2,9,9,9,1,2,1,1,9,2,2,9,9
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,14,1921.12.06,3370,f5830796-c8a1-4515-a6b2-2d170ae278a6,"LAFLAMME, Joseph Napoleon Kemner",10280,0.649,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,9,9,2,9,2,1,1,1,1,2,1,9,9,2,2,9,9,9,2,9,9,9,9,9,9,2,1,2,1,9,9,9,9,9,9,1,2,2,9,9,9,9,2,1,9,9,2,2,1,9,9,2,2,9,9,2,9,2,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,9
721,TEMISCOUATA,Quebec,1867 - 1959,14,1924.12.01,3412,f88a7275-f7f4-407e-9d45-89d5300f2919,"POULIOT, Jean-Francois",8759,0.6124,Liberal Party of Canada,"Author, barrister, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,2,1,2,9,9,9,9,2,1,1,1,2,2,1,9,2,1,1,1,2,2,2,2,1,1,2
260,HALDIMAND,Ontario,1903 - 1952,14,1921.12.06,3422,f95bfe6f-8057-478c-92e5-2ee074ad8c1c,"SENN, Mark Cecil",4517,0.4617,Conservative (1867-1942),"Farmer, merchant, teacher",Protestant,0,1,,,,,,,,,,,,,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,9,2,2,1,2,9,2,2,1,2,2,2,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,2,2,1,9,1,9,2,2,2,2,2,2,9,9,9,1,2,1,1,1,2,2,2,9,9,9,2,1,1,1,2,9,1,2,9,2,1,1,9,2,2,2,1
380,LAST MOUNTAIN,Saskatchewan,1914 - 1933,14,1921.12.06,3432,fac08547-64e9-47bf-a872-72ba942af77a,"JOHNSTON, John Frederick",11024,0.8765,Progressive,"Businessman, farmer, rancher",Protestant,0,2,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,9,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,9,9,2,2,1,2,1,2,2,1,2,1,2,2,1,1,9,2,2,9,9,9,9,2,1,1,2,1,9,1,1,1,2,1,1,2,1,2,1,2,2,9,9,9,9,9,2,1,1,1,9
833,YALE,British Columbia,1914 - 1952,14,1921.12.06-1924.06.04,3457,fd3a601d-bc20-4615-a1a4-6022040ab0fe,"MACKELVIE, John Armstrong",6475,0.5218,Conservative (1867-1942),"Editor, journalist",Protestant,0,2,,,,,,,,,,Died in office: 1924.06.04,,,1,2,2,2,1,2,2,9,1,1,2,2,1,9,9,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,9,2,9,1,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
