Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H12S1V001,H12S1V002,H12S1V003,H12S1V004,H12S1V005,H12S1V006,H12S1V007,H12S1V008,H12S1V009,H12S1V010,H12S1V011,H12S1V012,H12S1V013,H12S1V014,H12S1V015,H12S1V016,H12S2V001,H12S2V002,H12S2V003,H12S2V004,H12S2V005,H12S2V006,H12S2V007,H12S2V008,H12S2V009,H12S2V010,H12S2V011,H12S2V012,H12S2V013,H12S2V014,H12S2V015,H12S2V016,H12S2V017,H12S2V018,H12S2V019,H12S2V020,H12S2V021,H12S2V022,H12S2V023,H12S2V024,H12S2V025,H12S2V026,H12S2V027,H12S2V028,H12S2V029,H12S2V030,H12S2V031,H12S2V032,H12S2V033,H12S2V034,H12S2V035,H12S2V036,H12S2V037,H12S2V038,H12S2V039,H12S2V040,H12S2V041,H12S2V042,H12S2V043,H12S2V044,H12S2V045,H12S2V046,H12S2V047,H12S3V001,H12S3V002,H12S3V003,H12S3V004,H12S3V005,H12S3V006,H12S3V007,H12S3V008,H12S3V009,H12S3V010,H12S3V011,H12S3V012,H12S3V013,H12S3V014,H12S3V015,H12S3V016,H12S5V001,H12S6V001,H12S6V002,H12S6V003,H12S6V004,H12S6V005,H12S6V006,H12S6V007,H12S6V008,H12S6V009,H12S6V010,H12S6V011,H12S6V012,H12S7V001,H12S7V002,H12S7V003,H12S7V004,H12S7V005,H12S7V006,H12S7V007,H12S7V008,H12S7V009,H12S7V010,H12S7V011,H12S7V012,H12S7V013,H12S7V014,H12S7V015,H12S7V016,H12S7V017,H12S7V018,H12S7V019,H12S7V020,H12S7V021,H12S7V022,H12S7V023,H12S7V024,H12S7V025,H12S7V026,H12S7V027,H12S7V028,H12S7V029
171,TWO MOUNTAINS,Quebec,1867 - 1914,12,1911.09.21,2826,ca78d9ab-0426-4d6c-8218-0df24a170a42,"ETHIER, Joseph-Arthur-Calixte",accl.,,Liberal Party of Canada,"Crown prosecutor, lawyer",Fr.Catholic,1,5,,,,,,,,,,,,,1,9,9,9,1,9,9,9,9,9,2,1,1,9,1,1,1,2,1,1,2,9,2,1,2,9,9,9,9,9,9,2,2,1,9,9,9,1,2,2,9,9,9,9,9,2,9,9,9,1,9,9,9,9,1,2,1,9,9,9,9,9,9,1,9,1,9,1,9,1,1,9,9,9,1,9,9,9,9,1,9,9,9,2,9,9,9,9,9,1,1,9,9,9,1,1,9,2,1,1,2,1,2,2,9,1,9,9,1,9,9,9,9,2,1,1,2,9,9,9,9
550,PICTOU,Nova Scotia,1867 - 1966,12,1911.09.21,2833,caf95693-3e52-4de2-93d7-a05d2dbc295f,"MACDONALD, Edward Mortimer",4221,0.5174,Liberal Party of Canada,Lawyer,Protestant,0,3,,,,,,,,,,,,,1,2,9,9,9,9,9,1,9,1,2,9,9,9,2,9,1,2,9,9,9,9,2,1,2,9,9,9,9,2,2,2,9,1,1,9,9,9,2,2,1,1,1,9,9,9,9,9,2,1,9,9,1,1,1,2,9,1,1,1,2,2,2,1,9,9,9,9,2,9,9,9,1,1,1,1,1,1,9,1,1,9,1,9,2,1,9,1,1,1,1,1,9,9,1,9,2,9,9,9,9,9,9,2,1,1,2,2,9,9,9,9,9,9,9,9,9,1,2,2,2
301,HURON EAST,Ontario,1882 - 1914,12,1911.09.21,2850,cc375df4-8453-48e3-9f3f-22fd17bd406d,"BOWMAN, James",2020,0.5258,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,,,,,2,1,2,2,2,9,9,9,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,9,1,9,9,1,2,2,2,9,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,9,9,9,9,9,2,9,2,2,2,1,2,2,2,2,2,2,2,9,9,9,2,9,2,9,9,1,2,9,2,2,1,2,9,9,9,2,2,9,2,2,2,1,2,1,1,2,2,9,1,2,9,9,9,9,9,9,9,1,9,9,9,9
207,ELGIN EAST,Ontario,1867 - 1924,12,1911.09.21,2852,cc5e1e8a-6e0c-4aca-8cda-ee213c7a6d26,"MARSHALL, David",2313,0.5466,Conservative (1867-1942),Businessman,Protestant,0,3,,,,,,,,,,,,,9,9,9,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,1,1,1,1,1,1,1,2,9,2,1,2,1,1,9,9,9,9,9,9,1,1,9,2,2,2,2,2,2,1,9,9,9,9,9,9,9,2,2,2,9,9,1,2,9,2,9,2,2,2,2,2,2,2,9,2,9,1,1,9,9,9,9,1,2,2,2,9,9,2,9,2,2,2,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,9
658,SALTCOATS,Saskatchewan,1907 - 1924,12,1911.09.21,2863,cd4bd043-2fae-4ee3-9b90-63677506a57a,"MACNUTT, Thomas",3619,0.6517,Liberal Party of Canada,Farmer,Protestant,0,2,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,9,2,1,1,1,2,9,1,2,1,1,2,9,2,1,2,2,9,9,9,9,9,2,2,1,9,9,2,9,9,9,9,9,9,9,9,2,2,2,2,1,1,1,1,1,9,9,1,9,1,1,2,2,9,1,1,1,9,1,2,1,9,1,1,1,1,1,1,1,9,1,1,1,9,2,1,1,9,9,9,2,2,9,9,9,1,1,9,2,2,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
791,WATERLOO SOUTH,Ontario,1867 - 1966,12,1915.02.01,2879,ce1278ff-93bc-43f1-8b9a-c836d45d3b23,"SCOTT, Frank Stewart",accl.,,Conservative (1867-1942),Industrialist,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,2,9,9,1,2,2,2,9,1,2,2,9,9,2,2,9,2,2,2,1,9,1,1,9,2,1,1,2,9,9,9,9,1,2,2,1,9,9,9,9
396,LEVIS,Quebec,1867 - 1998,12,1911.09.21,2884,cec4f855-0c8b-4e07-a8af-9ffb781191d5,"BOUTIN-BOURASSA, Joseph",2800,0.5869,Liberal Party of Canada,Notary,Fr.Catholic,1,1,,,,,,,,,,,,,1,9,1,1,1,1,1,1,9,1,2,9,9,9,2,1,1,2,1,1,2,9,2,1,2,9,9,9,9,9,9,9,9,9,1,9,2,1,2,2,9,9,9,9,9,2,2,2,9,1,9,1,1,1,1,2,1,9,1,1,2,2,9,1,1,9,9,1,2,1,1,1,1,1,9,9,1,1,9,1,9,1,9,9,1,1,9,9,9,1,1,9,1,9,1,1,9,2,1,1,2,1,2,2,1,1,2,2,1,9,9,9,9,9,1,1,2,1,2,9,9
61,BRANDON,Manitoba,1892 - 1952,12,1911.09.21-1915.04.16 ,2885,cec7cd95-ad40-4dc1-a22d-0ec5aba57d0c,"AIKINS, James Albert Manning",4436,0.5541,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,Resignation. Enters provincial politics in Manitoba to assume the leadership of the Manitoba Conservative Party: 1915.04.16 ,,,2,1,2,2,9,9,9,9,9,2,1,9,9,9,9,9,2,2,2,2,1,2,2,2,1,1,1,1,1,9,9,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
559,PORTAGE LA PRAIRIE,Manitoba,1903 - 1947,12,1911.09.21-1913.06.25 and 1913.07.19,2897,d02a7b53-dad0-4944-82b0-aed9054a7bc2,"MEIGHEN, Hon. Arthur",3267,0.5576,Conservative (1867-1942),Lawyer,Protestant,0,2,,1,,,,,,,,Resignation. Appointed Solicitor General: 1913.06.25,,,2,9,2,2,9,9,2,2,9,2,9,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,9,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,9,9,9,2,2,2,1,1,9,2,2,2,2,2,1,2,9,9,2,2,2,2,2,2,9,2,2,2,9,1,1,2,2,2,2,1,2,2,2,2,2,2,9,2,2,2,1,2,1,1,2,2,1,9,2,1,1,1,2,1,2,2,1,2,1,9,2
443,MIDDLESEX WEST,Ontario,1867 - 1966,12,1911.09.21,2902,d048726f-34a2-4e13-bdf4-dfb1f028309d,"ROSS, Duncan Campbell",1883,0.518,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,,,,1,2,1,1,9,9,1,1,1,1,2,9,9,9,2,1,1,2,1,1,2,9,2,1,2,9,9,9,9,9,9,9,9,9,1,1,2,9,2,2,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,1,1,1,1,2,2,9,1,1,9,9,9,9,9,9,1,1,1,1,1,1,1,2,1,9,9,9,2,9,1,9,9,9,1,1,9,1,9,1,1,2,2,2,9,1,1,2,1,1,1,9,2,9,2,2,2,1,9,1,1,9,9,9,9,9
563,PRESCOTT,Ontario,1867 - 1952,12,1911.09.21,2905,d0ceec5f-f083-4ad4-8139-eadbb88a7dcf,"PROULX, Edmond",2532,0.6748,Liberal Party of Canada,Lawyer,Fr.Catholic,1,3,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,2,9,9,9,1,1,1,2,1,1,2,1,2,1,2,2,2,2,9,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,9,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,9,1,1,1,1,1,1,9,1,9,2,1,1,2,1,2,2,1,1,9,2,9,9,9,9,9,2,9,9,2,9,9,9,9
313,JACQUES CARTIER,Quebec,1867 - 1952,12,1911.09.21-1911.10.09 and 1911.10.27-1914.03.02 ,2908,d1344229-2345-4b79-acda-cb584ec7cc68,"MONK, Hon. Frederick Debartzch",5782,0.5655,Conservative (1867-1942),"Lawyer, professor",Fr.Catholic,0,5,,1,,,,,,,,Resignation. Appointed Minister of Public Works: 1911.10.09 & Resignation. For health reasons: 1914.03.02 ,,,2,1,2,2,9,9,2,2,2,2,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
601,RENFREW SOUTH,Ontario,1867 - 1966,12,1912.02.22,2938,d37caeac-e2c8-4010-a406-bd6c910d1265,"GRAHAM, Hon. G.P.",2421,0.5241,Liberal Party of Canada,"Editor, journalist",Protestant,0,3,,,,,,,,,,,,,99,99,99,99,9,9,9,9,9,9,9,9,9,9,2,1,1,2,1,1,2,9,2,1,2,2,2,2,2,9,9,2,9,9,9,9,2,1,2,2,1,1,1,1,2,2,2,9,9,1,1,1,1,1,1,2,9,1,1,1,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,9,1,9,9,1,9,1,1,9,1,1,9,1,9,2,2,9,1,1,2,1,1,1,9,2,1,9,9,9,9,2,9,9,9,9,9,9,1
456,MONTMAGNY,Quebec,1867 - 1933,12,1911.09.21-1916.06.06,2940,d3af43ea-f2f2-45c4-ba2b-d081fd0db78e,"L'ESPERANCE, David Ovide",1653,0.5545,Conservative (1867-1942),Manufacturer,Fr.Catholic,1,1,,,,,,,,,,Resignation: 1916.06.06,,,2,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,2,2,1,9,9,9,9,9,9,9,9,2,9,9,9,2,1,1,2,2,2,2,1,1,1,1,9,2,9,2,2,2,2,1,9,9,9,9,9,9,9,2,9,2,2,2,9,9,9,9,9,9,9,9,2,2,9,2,9,2,9,9,1,2,9,2,2,9,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
147,CITY OF ST. JOHN,New Brunswick,1867 - 1914,12,1911.09.21,2947,d450f513-61eb-48c4-b15a-6c4a45717765,"PUGSLEY, Hon. William",4360,0.5038,Liberal Party of Canada,Lawyer,Protestant,0,3,,,,,,,,,,,,,1,9,1,9,9,9,1,1,1,9,9,9,9,9,2,9,9,9,1,1,2,1,2,1,2,9,9,9,9,2,2,2,2,9,1,1,2,9,9,9,1,1,1,9,9,2,9,9,9,1,9,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,1,9,1,1,9,1,1,9,9,9,1,1,9,9,9,1,1,1,9,9,9,9,9,2,9,9,9,1,2,9,1,9,2,2,9,2,2,2,1,2,1,1,2,1,2,9,2
831,WRIGHT,Quebec,1892 - 1947,12,1911.09.21,2978,d5f57ebd-8d4c-4446-8069-990c372443b3,"DEVLIN, Emmanuel Berchmans",4003,0.5868,Liberal Party of Canada,Lawyer,Catholic,1,3,,,,,,,,,,,,,1,2,9,1,9,1,1,1,1,1,2,9,9,9,2,1,1,2,1,1,2,9,2,1,2,9,9,9,9,9,2,2,9,1,9,1,2,9,2,2,9,9,9,9,9,9,2,2,9,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,1,9,9,9,9,1,1,9,1,1,9,9,1,9,1,1,9,1,9,9,1,1,9,9,9,1,1,9,9,9,9,1,9,2,1,1,2,1,2,2,1,9,9,9,9,9,9,9,9,2,1,1,2,1,2,9,9
721,TEMISCOUATA,Quebec,1867 - 1959,12,1911.09.21,2988,d68f3149-1746-4cee-8c31-9202fd5201eb,"GAUVREAU, Charles-Arthur",2913,0.5189,Liberal Party of Canada,"Author, notary",Fr.Catholic,1,5,,,,,,,,,,,,,9,2,1,1,1,1,9,9,9,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,9,9,9,2,2,2,2,1,9,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,9,1,1,1,9,1,2,1,1,1,1,1,1,1,1,1,9,1,2,1,9,2,2,9,1,1,1,1,1,9,1,1,1,9,9,2,1,1,2,9,2,2,1,1,2,2,9,9,9,9,9,2,9,9,2,1,2,9,1
228,FRONTENAC,Ontario,1867 - 1924,12,1911.09.21,3022,d8e64909-c88d-4e3e-abfe-a46943452386,"EDWARDS, John Wesley",2629,0.5968,Conservative (1867-1942),"Physician, teacher",Protestant,0,2,,,,,,,,,,,,,9,2,2,2,2,2,9,9,9,2,1,9,9,9,9,9,2,2,2,2,1,2,2,2,1,1,1,1,1,9,1,1,1,2,2,9,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,9,9,9,9,9,9,2,2,2,2,9,1,2,2,2,2,2,2,2,2,2,9,2,1,9,9,1,1,2,2,2,2,1,2,9,9,9,2,2,1,2,2,2,1,9,9,1,2,9,1,1,2,9,9,9,9,1,2,2,1,2,1,9,9
252,GREY NORTH,Ontario,1867 - 1966,12,1911.09.21,3029,d970d184-d56d-4589-860d-306da0296ebf,"MIDDLEBRO, William Sora",3326,0.5279,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,9,1,2,2,2,2,2,2,2,2,1,9,9,9,2,2,9,9,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,9,2,2,2,2,2,2,1,2,9,2,2,1,1,9,2,2,9,9,2,1,2,2,2,2,9,9,9,2,2,2,2,9,2,9,9,1,2,9,9,9,1,2,9,9,9,2,9,9,2,2,2,1,2,1,1,9,2,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9
258,GUYSBOROUGH,Nova Scotia,1867 - 1914,12,1911.09.21,3033,d98b30ab-759a-4b5e-b3ba-420ce11b08d2,"SINCLAIR, John Howard",2043,0.5458,Liberal Party of Canada,"Editor, lawyer",Protestant,0,4,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,9,2,1,1,1,2,9,1,2,1,1,2,1,2,1,2,9,9,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,9,9,9,9,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,9,1,9,2,1,1,1,1,9,1,1,1,1,9,1,1,9,2,1,1,1,9,9,9,9,9,9,2,1,2,2,2,1,2,1,1,2,9,9,9,9
501,NORTHUMBERLAND WEST,Ontario,1867 - 1914,12,1911.09.21,3044,daae9e45-71a3-4484-9add-0e7557e2e289,"MUNSON, Charles Arthur",1426,0.5011,Conservative (1867-1942),,Protestant,0,1,,,,,,,,,,,,,2,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,9,1,9,9,2,1,2,2,9,2,2,2,2,1,1,1,1,1,2,9,2,2,2,2,1,2,9,9,9,9,9,9,9,9,2,2,9,1,2,9,9,2,9,2,9,2,9,9,2,2,9,9,1,1,2,9,2,9,1,2,9,9,9,9,9,9,2,2,2,1,2,1,1,2,2,9,9,9,9,9,9,9,9,2,2,1,2,1,9,9
440,MIDDLESEX EAST,Ontario,1867 - 1966,12,1911.09.21-1913.06.11,3079,dd73c12c-015e-4caa-aeb9-727fc6141a7b,"ELSON, Peter",2477,0.577,Conservative (1867-1942),Farmer,Protestant,0,3,,,,,,,,,,Died in office: 1913.06.11,,,2,9,9,2,2,2,2,2,2,2,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
737,TORONTO EAST,Ontario,1867 - 1933,12,1911.09.21-1916.11.22 and 1916.12.14,3080,dd99b0fc-3398-4c78-a44a-c8ff6a7e9f2e,"KEMP, Hon. Albert Edward",7082,0.6051,Conservative (1867-1942),Businessman,Protestant,0,3,,1,,,,,,,,Resignation. Appointed Minister of Militia and Defence: 1916.11.22,,,2,9,2,2,2,9,9,9,9,2,1,9,9,9,2,2,2,2,2,2,1,9,2,2,1,1,1,1,1,1,1,1,1,9,2,9,1,2,1,1,2,2,2,2,1,1,1,1,9,2,2,2,2,2,2,1,2,9,2,2,1,9,9,2,9,2,2,9,1,2,9,9,2,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,2,2,2,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
1246,PRINCE EDWARD,Ontario,1903 - 1924,12,1911.09.21,3090,dedbc503-32ef-4e9b-8521-638df93015e3,"HEPBURN, Bernard Rickart",2304,0.5323,Conservative (1867-1942),Businessman,Protestant,0,1,,,,,,,,,,,,,2,1,9,2,9,2,2,2,2,9,1,9,9,9,2,2,2,2,2,2,1,9,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,9,9,9,2,2,2,2,1,9,1,2,2,1,1,9,9,2,2,2,2,1,2,9,2,2,2,9,9,2,2,2,2,9,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
723,TERREBONNE,Quebec,1867 - 1996,12,1911.09.21-1911.10.09  and 1911.10.27-1914.10.19,3129,e2266066-d57e-43b1-9b59-d575d15804d9,"NANTEL, Hon. Wilfrid-Bruno",2727,0.5648,Conservative (1867-1942),Lawyer,Fr.Catholic,1,2,,1,,,,,,,,Resignation. Appointed Minister of Inland Revenue: 1911.10.09  & Resignation. Appointed Deputy Chief Commissioner of the Board of Railway Commissioners for Canada: 1914.10.19,,,2,1,2,2,2,2,2,2,2,2,1,2,2,9,2,2,2,2,2,2,1,9,2,2,1,1,9,9,1,1,1,1,1,2,2,9,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
581,QUEBEC EAST,Quebec,1867 - 1966,12,1911.09.21,3137,e2f3ce71-bd81-4d34-8a08-56a140552231,"LAURIER, Right Hon. Sir Wilfrid",accl.,,Liberal Party of Canada,Lawyer,Fr.Catholic,1,10,,,,,,,,,,,,,1,2,1,1,1,9,1,1,1,1,2,9,9,9,2,1,1,2,1,1,2,1,2,1,2,9,9,9,9,9,9,9,9,9,1,1,2,1,2,2,1,1,1,1,2,9,2,2,9,1,1,1,1,1,1,2,1,1,1,1,2,2,9,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,9,1,9,1,9,9,1,1,9,1,9,1,1,1,9,9,1,9,2,2,1,1,2,1,2,2,1,1,9,2,9,9,9,9,9,2,9,9,2,9,9,2,1
184,DUFFERIN,Ontario,1903 - 1924,12,1911.09.21,3141,e375fe20-c436-4578-9657-d976230c2a5a,"BEST, John",2496,0.7065,Conservative (1867-1942),Farmer,Protestant,0,2,,,,,,,,,Australia,,,,2,9,2,2,2,9,9,9,9,2,1,2,2,2,2,2,2,2,2,2,1,9,2,2,1,1,9,9,9,1,1,1,1,2,2,9,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,9,9,9,9,9,2,2,2,2,2,1,2,2,9,2,2,2,2,2,2,2,2,1,9,9,1,1,2,9,2,2,1,2,2,9,9,9,2,1,2,2,2,1,2,1,1,2,2,9,1,2,9,9,9,9,1,2,2,9,9,9,9,9
327,KENT,New Brunswick,1867 - 1966,12,1911.09.21,3177,e6666b13-627c-4812-9538-0228c57bab28,"ROBIDOUX, Ferdinand Joseph",2334,0.523,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,2,1,2,2,2,9,2,2,2,2,1,9,9,9,2,2,2,2,2,2,1,2,2,2,1,9,9,1,1,1,1,1,1,2,9,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,9,9,9,9,9,9,2,2,9,2,2,1,2,2,2,2,2,2,2,9,9,9,2,9,2,9,1,1,9,9,9,2,1,2,2,9,9,2,2,9,2,2,2,1,2,1,9,2,2,9,1,2,1,1,1,2,1,2,2,9,9,9,9,1
736,TORONTO CENTRE,Ontario,1872 - 1924,12,1911.09.21,3179,e6786985-b2b3-47ed-b311-263fcfc27c2a,"BRISTOL, Edmund",5156,0.6326,Conservative (1867-1942),Barrister,Protestant,0,3,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,1,2,1,1,9
582,QUEBEC WEST,Quebec,1867 - 1933,12,1911.09.21,3183,e6e3b5b8-176b-4377-891f-834f803c3cd4,"POWER, William",1219,0.5194,Liberal Party of Canada,Lumber merchant,Catholic,0,3,,,,,,,,,,,,,1,9,9,1,9,9,9,9,9,9,9,9,9,9,1,1,9,9,1,1,2,9,2,1,2,9,9,9,9,9,9,9,9,1,9,9,9,1,2,2,1,1,1,1,2,9,9,9,9,9,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,1,1,2,1,2,2,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9
369,LANARK NORTH,Ontario,1867 - 1914,12,1911.09.21,3185,e6ff10cd-b633-4ffa-baba-3be20ae91f85,"THOBURN, William",1613,0.5378,Conservative (1867-1942),Woollens manufacturer,Protestant,0,2,,,,,,,,,England,,,,2,1,2,2,9,9,2,2,9,9,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,9,1,9,9,9,9,9,9,2,2,9,1,9,1,1,9,9,9,9,9,9,9,9,1,2,9,9,9,9,2,1,9,9,2,2,1,1,9,2,2,9,2,9,9,2,2,2,2,2,9,9,9,2,9,9,1,9,9,1,1,2,9,9,9,1,2,9,9,9,2,9,9,2,2,2,1,2,1,1,9,2,9,9,9,9,9,9,9,9,2,2,9,9,9,9,2
518,OTTAWA (CITY OF),Ontario,,12,1911.09.21,3186,e702fa8e-c7e6-4906-a69d-bad38613f9e4,"FRIPP, Alfred Ernest",7062,0.26,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,2,9,9,9,2,9,9,2,2,2,1,9,9,9,2,2,2,2,2,2,1,2,2,9,9,9,9,9,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,9,1,1,1,2,9,9,9,9,9,9,9,1,2,2,1,1,1,2,2,2,2,2,9,2,2,9,2,2,2,2,2,2,9,2,9,2,9,1,1,9,9,9,2,9,2,2,2,9,2,2,1,2,2,2,1,9,1,1,2,2,1,9,9,9,9,9,9,9,9,9,9,2,1,1,9
635,ST. HYACINTHE,Quebec,1867 - 1914,12,1911.09.21,3215,e9182041-e38d-4a75-8e17-85474cc9d873,"GAUTHIER, Louis Joseph",2295,0.5157,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,1,9,9,1,1,1,9,9,9,1,2,1,1,9,2,1,1,2,1,1,2,1,2,1,2,9,9,9,2,2,2,2,2,1,1,9,2,1,2,2,1,1,1,1,2,2,2,2,2,1,9,9,9,9,1,2,9,9,9,9,9,9,9,1,1,1,1,9,9,1,9,1,1,1,1,1,1,1,9,1,9,9,9,2,9,1,1,9,9,1,1,9,1,9,1,1,9,2,9,1,2,1,2,2,9,1,2,2,1,9,9,9,9,9,1,1,2,1,2,9,9
479,NEW WESTMINSTER,British Columbia,1872 - 1976,12,1911.09.21,3216,e9235f04-fccf-4629-8a86-566f3100d0ce,"TAYLOR, James Davis",3542,0.657,Conservative (1867-1942),"Publisher, reporter",Protestant,0,2,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,1,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,9,9,2,2,2,1,2,9,2,9,9,9,9,9,9,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,2,2,2,1,2,1,1,2,9,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1
