Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H04S1V001,H04S1V002,H04S1V003,H04S1V004,H04S1V005,H04S1V006,H04S1V007,H04S1V008,H04S1V009,H04S1V010,H04S1V011,H04S1V012,H04S1V013,H04S1V014,H04S1V015,H04S1V016,H04S1V017,H04S1V018,H04S2V001,H04S2V002,H04S2V003,H04S2V004,H04S2V005,H04S2V006,H04S2V007,H04S2V008,H04S2V009,H04S2V010,H04S2V011,H04S2V012,H04S2V013,H04S2V014,H04S2V015,H04S2V016,H04S2V017,H04S2V018,H04S2V019,H04S2V020,H04S2V021,H04S2V022,H04S3V001,H04S3V002,H04S3V003,H04S3V004,H04S3V005,H04S3V006,H04S3V007,H04S3V008,H04S3V009,H04S3V010,H04S3V011,H04S3V012,H04S3V013,H04S3V014,H04S3V015,H04S3V016,H04S3V017,H04S3V018,H04S3V019,H04S3V020,H04S3V021,H04S3V022,H04S3V023,H04S3V024,H04S3V025,H04S3V026,H04S3V027,H04S3V028,H04S3V029,H04S3V030,H04S3V031,H04S3V032,H04S3V033,H04S3V034,H04S3V035,H04S3V036,H04S3V037,H04S3V038,H04S3V039,H04S3V040,H04S3V041,H04S3V042,H04S3V043,H04S3V044,H04S3V045,H04S3V046,H04S3V047,H04S3V048,H04S3V049,H04S3V050,H04S4V001,H04S4V002,H04S4V003,H04S4V004,H04S4V005,H04S4V006,H04S4V007,H04S4V008,H04S4V009,H04S4V010,H04S4V011,H04S4V012,H04S4V013,H04S4V014,H04S4V015,H04S4V016,H04S4V017,H04S4V018,H04S4V019,H04S4V020,H04S4V021,H04S4V022,H04S4V023,H04S4V024,H04S4V025,H04S4V026,H04S4V027,H04S4V028,H04S4V029,H04S4V030,H04S4V031,H04S4V032,H04S4V033,H04S4V034,H04S4V035,H04S4V036,H04S4V037,H04S4V038,H04S4V039,H04S4V040,H04S4V041,H04S4V042,H04S4V043,H04S4V044,H04S4V045,H04S4V046,H04S4V047,H04S4V048,H04S4V049,H04S4V050,H04S4V051
274,HANTS,Nova Scotia,1867 - 1924,4,1878.09.17,2344,a7ffc27e-a36e-42da-b88f-cde3c05f31b9,"ALLISON, W. Henry",1662,0.5462,Conservative (1867-1942),School lands commissioner,Protestant,0,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,1,1,2,2,9,1,2,9,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,9,9,9,9,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,9,2,1,1,2,9,2,2,2,1,2,2,9,9,2,2,1,9,9,2,9,9,1,2,2,2,2,1,2,9,9,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2
775,VICTORIA,Nova Scotia,1867 - 1903,4,1878.09.17,2374,a9a75347-8749-4f5f-b7f7-a7cfd37eeade,"MCDONALD, Duncan",748,0.537,Liberal Party of Canada,Merchant,Protestant,0,1,,,,,,,,,Scotland,,,,1,1,2,9,2,2,1,1,2,2,2,2,2,9,1,9,9,9,9,2,1,1,1,2,9,1,2,9,9,9,9,2,9,9,9,2,2,1,2,9,2,2,2,9,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,1,1,9,9,9,1,1,2,1,9,2,1,1,9,9,1,9,2,9,9,9,9,2,2,1,1,1,1,2,1,1,1,2,2,9,9,9,9,9,9,9,1,1,1,1,1,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
840,YORK,New Brunswick,1867 - 1914,4,1878.09.17,2398,ab2ccf04-5e14-4fd0-a7da-77864b418d20,"PICKARD, John",1490,0.6411,Independent Liberal,Lumber merchant,Protestant,0,4,,,,,,,,,,,,,9,9,1,9,1,1,1,1,1,1,1,1,1,2,9,2,1,9,2,2,1,2,2,9,9,2,2,9,9,9,1,1,1,2,9,2,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,9,2,2,1,1,1,1,2,2,9,9,9,9,1,2,1,9,1,2,1,1,1,1,2,9,1,1,1,9,9,2,1,1,1,1,1,1,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9
753,THREE RIVERS,Quebec,1867 - 1892,4,1878.11.21,2399,ab3915d1-c1a6-4e29-b141-bfaa125727e1,"LANGEVIN, Hon. Hector Louis",accl.,,Conservative (1867-1942),"Editor, lawyer",Fr.Catholic,1,4,,1,,,,,,,,,,,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
118,CARIBOO,British Columbia,1872 - 1892,4,1881.03.31,2471,b1374691-e019-49b8-a8af-16081be4c628,"REID, James",179,0.4232,Liberal-Conservative,"Businessman, miner",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,9,2,1,2,2,2,2,2,2,9,2,2,2,1,1,9,9,2,2,2,2,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9
837,YARMOUTH,Nova Scotia,1867 - 1914,4,1878.09.14,2476,b1950348-73f4-4e08-8ce8-30c1e70e78e8,"KILLAM, Frank",1343,0.6261,Liberal Party of Canada,"Merchant, shipowner",Protestant,0,4,,,,,,,,,,,,,2,2,1,9,1,1,1,1,1,1,9,9,1,1,9,2,1,9,9,9,1,9,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,9,1,9,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,9,9,9,9,9,9,2,2,1,9,9,9,1,1,9,9,1,9,9,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
338,KING'S COUNTY,Prince Edward Island,1873 - 1892,4,1878.09.17,2487,b21e03cc-8abd-4af6-9d9a-966b206fd45f,"MUTTART, Ephraim Bell",2077,0.2929,Conservative (1867-1942),Physician,Protestant,0,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,1,1,9,9,1,9,2,9,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,9,1,2,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,9,9,2,2,2,2,2,2,2,9,9,2,2,1,1,2,1,2,2,1,2,2,2,2,9,2,2,2,1,1,1,2,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
770,VERCHERES,Quebec,1867 - 1892,4,1878.09.17,2499,b3509db1-9d7e-441f-9b44-ebae2fd10555,"GEOFFRION, Hon. Felix",935,0.5152,Liberal Party of Canada,Notary,Fr.Catholic,1,4,,,,,,,,,,,,,2,2,1,9,1,1,1,1,9,2,2,2,1,9,2,2,1,1,9,2,1,1,2,1,1,9,2,2,1,9,1,1,1,9,2,9,9,1,1,1,1,1,1,1,1,1,1,1,9,1,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,9,2,9,2,9,1,1,9,1,9,1,9,9,9,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,9,2,1,1,1,1,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1
152,COLCHESTER,Nova Scotia,1867 - 1933,4,1878.09.17-1881.05.23,2504,b40a287b-b5c1-4637-9114-4153125c2952,"MCKAY, Thomas",1829,0.5573,Liberal-Conservative,Merchant,Protestant,0,2,,,,,,,,,,Resignation: 1881.05.23,,,1,1,2,1,2,2,2,2,2,1,1,1,9,2,1,1,9,9,1,2,1,1,1,2,9,9,9,2,1,1,2,2,2,1,9,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,9,9,9,1,1,1,2,2,2,2,2,9,9,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
713,SUNBURY,New Brunswick,1867 - 1892,4,1878.09.17,2537,b671c2a2-2cfb-448a-83c6-2bb2fa9c4f30,"BURPEE, Charles",558,0.5191,Liberal Party of Canada,Farmer,Protestant,0,4,,,,,,,,,,,,,2,2,1,9,1,1,1,1,1,1,1,1,1,2,2,2,9,9,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,9,2,2,1,1,1,1,9,1,9,1,9,9,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
313,JACQUES CARTIER,Quebec,1867 - 1952,4,1878.09.17,2544,b751ee4d-e377-4f83-af5b-c9b4106ae886,"GIROUARD, D.",1010,0.5005,Conservative (1867-1942),"Author, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,9,1,2,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,2,1,9,2,9,9,9,1,9,1,2,9,2,9,9,9,2,2,9,9,1,2,1,2,2,2,2,2,2,2,2,1,9,9,9,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
551,PONTIAC,Quebec,1867 - 1947,4,1878.09.17,2550,b77e2d0b-01a0-4e03-b28e-f7eaa5d7c347,"POUPORE, John",1381,0.5405,Conservative (1867-1942),"Farmer, lumber merchant, miller",Protestant,0,1,,,,,,,,,,,,,1,1,2,1,9,9,9,2,9,1,1,2,9,9,9,9,9,2,1,9,1,9,9,9,1,1,1,2,2,2,2,9,2,1,1,2,2,9,9,9,2,9,2,2,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,9,9,9,1,9,1,9,9,2,2,9,2,9,2,2,2,9,2,2,9,9,1,1,2,2,1,2,2,2,9,1,9,9,2,9,9,9,9,2,2,9,2,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2
518,OTTAWA (CITY OF),Ontario,,4,1878.09.17,2560,b7fa7f39-5779-4040-b3d5-3e472fa5b0e9,"CURRIER, Jos. Merrill",1854,0.2993,Liberal-Conservative,"Businessman, lumberman",Protestant,0,4,,,,,,,,,United States,,,,1,1,2,9,2,2,2,2,2,1,9,9,9,2,9,1,2,2,1,9,1,2,9,9,9,1,1,2,2,2,2,2,2,1,9,9,9,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,2,9,9,2,9,9,9,2,2,1,2,1,9,9,9,9,9,9,1,2,9,1,2,2,9,9,2,9,2,9,9,2,9,9,9,9,9,2,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2
374,LAPRAIRIE,Quebec,1867 - 1892,4,1878.09.17,2607,bacca013-a9c7-4b74-ada1-1d647676b5a8,"PINSONNEAULT, Alfred",661,0.5238,Conservative (1867-1942),"Farmer, judge",Fr.Catholic,1,4,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,1,1,2,2,1,1,2,9,1,9,2,2,1,9,1,1,1,2,2,2,2,2,2,9,1,9,1,2,2,9,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,9,1,1,2,2,2,9,1,9,2,9,1,2,9,9,9,9,9,9,2,1,1,9,1,2,2,2,2,2,2,2,1,2,9,2,2,2,1,2,2,2,2,9,9,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9
743,WEST TORONTO,Ontario,1867 - 1903,4,1878.09.17-1880.06.30,2629,bca0c763-99e3-423d-ba38-8a0820aef95d,"ROBINSON, Hon. John B.",2165,0.5862,Conservative (1867-1942),"Barrister, lawyer",Protestant,0,3,,,,,,,,,,"Resignation, appointed Lieutenant-Governor of Ontario: 1880.06.30",,,1,1,2,9,2,2,2,2,2,1,2,2,2,1,1,1,2,9,1,2,1,9,9,2,9,1,9,9,9,9,2,2,2,1,1,9,1,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
443,MIDDLESEX WEST,Ontario,1867 - 1966,4,1878.09.17,2640,bda45acb-7fc9-4feb-b69b-92f788b4200b,"ROSS, George William",1635,0.5074,Liberal Party of Canada,"Journalist, school administrator, teacher",Protestant,0,3,,,,,,,,,,,,,2,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,9,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,9,2,1,1,9,1,9,2,1,9,9,9,9,1,2,1,1,1,2,2,1,1,1,2,2,9,1,1,1,1,2,1,1,9,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
566,PRINCE COUNTY,Prince Edward Island,1873 - 1892,4,1878.09.17,2644,bdf86dc2-c35a-4c20-9655-9d1da2612e66,"HACKETT, Edward",1655,0.2559,Liberal-Conservative,"Accountant, merchant",Catholic,0,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,2,2,9,1,1,9,9,9,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,9,9,1,2,1,2,2,2,2,2,2,9,9,2,2,2,1,1,9,1,1,9,2,2,2,9,9,2,9,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
452,MONCK,Ontario,1867 - 1892,4,1878.09.17,2649,be972baa-ceba-4fe5-abd8-8fc717ba0376,"MCCALLUM, Lachlin",1459,0.5048,Liberal-Conservative,"Contractor, shipowner",Protestant,0,3,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,9,2,1,2,1,2,9,1,1,2,2,2,2,2,2,1,1,2,1,2,2,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,1,1,2,1,1,9,9,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,9,2,2,2,2,1,9,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9
479,NEW WESTMINSTER,British Columbia,1872 - 1976,4,1878.09.17-1881.12.23,2658,bf0adbc3-b84a-48ee-8d9f-25ed6f9fb65e,"MCINNES, Thomas Robert",388,0.5648,Independent,"Coroner, physician, surgeon",Protestant,0,2,,,,,,,,,,"Resignation, called to the Senate: 1881.12.23",,,1,1,2,9,2,2,9,2,2,1,1,1,1,9,1,1,2,9,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,9,9,9,1,9,2,9,9,9,2,2,2,2,2,2,2,2,2,2,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,1,1,9,1,9,9,2,2,9,2,9,9,9,9,9,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
675,SELKIRK,Manitoba,1871 - 1976,4,1880.09.10,2664,bf93e80c-1aa2-4b43-b204-11814b87c666,"SCOTT, Thomas",735,0.5602,Conservative (1867-1942),Journalist,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,9,2,1,9,1,9,9,2,2,2,2,2,2,2,2,2,2,1,9,1,9,9,9,9,2,2,1,9,9,2,9,1,1,9,2,2,2,9,9,9,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9
160,CORNWALL,Ontario,1867 - 1882,4,1878.09.17- and 1880.01.27,2706,c205a3fe-2e09-4a32-a8a8-a1721609386f,"BERGIN, Darby",575,0.5171,Liberal-Conservative,Physician,Catholic,0,2,,,,,,,,,,Election declared void: 1878.09.17,,,1,1,2,1,9,9,9,2,9,1,1,1,9,2,9,1,2,2,1,2,1,2,1,2,9,9,9,9,9,9,9,2,2,1,1,2,1,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,9,2,9,9,9,1,9,9,9,9,2,1,2,9,9,2,9,9,1,9,2,9,2,9,9,2,2,2,9,1,2,2,9,9,2,9,2,9,2,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
401,LONDON,Ontario,1867 - 1966,4,1878.09.17,2710,c24b8c34-80ba-4bd2-93fc-2ee2c64c11d7,"CARLING, Hon. John",1407,0.5116,Liberal-Conservative,Brewer,Protestant,0,3,,,,,,,,,,,,,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,9,2,2,2,2,2,2,2,2,2,9,2,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,9,1,2,1,2,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,9,9,2,1,1,9,2,2,2,2,2,2,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9
743,WEST TORONTO,Ontario,1867 - 1903,4,1880.08.28,2718,c31655e0-b5c1-4f9f-baa2-5111e8bf4a46,"BEATY, James Jr.",2097,0.5236,Conservative (1867-1942),"Merchant, newspaper owner",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,9,1,1,2,1,9,2,9,2,2,1,9,1,2,9,2,9,9,9,9,2,2,2,1,9,9,2,9,2,2,2,2,9,2,1,2,2,2,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
396,LEVIS,Quebec,1867 - 1998,4,1878.09.17,2724,c3bc9eeb-4b21-44c8-816a-787dddd8f7f5,"BLANCHET, Hon. J.G.",2144,0.5141,Liberal-Conservative,Physician,Fr.Catholic,1,4,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
323,KAMOURASKA,Quebec,1867 - 1976,4,1878.09.17,2728,c3f02c8a-0e55-4b78-a4ae-45d2f439f7cf,"DUMONT, Joseph",1254,0.5018,Liberal Party of Canada,Soldier,Fr.Catholic,1,1,,,,,,,,,,,,,2,2,1,9,1,1,1,2,9,2,1,1,9,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,9,1,2,9,1,2,2,2,1,1,1,1,1,9,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
793,WELLAND,Ontario,1867 - 1987,4,1878.09.17,2731,c42219ff-dcfb-4e32-9ec9-18a879c892d9,"BUNTING, Christopher William",1926,0.5155,Liberal-Conservative,"Merchant, newspaper owner, newspaper publisher",Protestant,0,1,,,,,,,,,Ireland,,,,1,1,2,9,2,2,2,2,2,1,9,9,9,9,1,1,2,2,9,9,9,9,1,9,9,9,9,9,9,9,2,2,2,1,9,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,2,1,9,9,9,9,1,2,2,2,1,2,2,2,2,2,2,2,1,9,2,2,1,9,9,2,2,2,1,2,2,2,1,2,2,2,2,2,9,2,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9
253,GREY SOUTH,Ontario,1867 - 1914,4,1878.09.17,2743,c4ed6051-c282-4513-b55c-c0fec2b72fe5,"JACKSON, George",1163,0.518,Liberal-Conservative,Crown lands agent,Protestant,0,2,,,,,,,,,England,,,,1,1,2,9,2,2,2,2,2,9,1,1,1,9,9,9,9,9,1,9,1,9,1,2,9,1,9,2,2,2,2,2,2,1,1,2,9,9,9,9,2,9,2,9,2,2,2,2,2,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,9,1,2,9,9,1,1,1,2,2,2,2,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
687,SIMCOE SOUTH,Ontario,1867 - 1924,4,1882.02.16,2810,c972ebe5-f986-43a6-b56e-4a75ebc942e1,"TYRWHITT, Richard",accl.,,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9
635,ST. HYACINTHE,Quebec,1867 - 1914,4,1878.09.17,2815,c9be7423-7505-476a-a0d9-8297d57ca804,"TELLIER, Louis",1181,0.5013,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,9,1,2,2,9,1,9,1,1,1,9,1,1,2,1,1,9,2,2,1,2,1,9,1,2,2,2,2,2,2,1,1,9,1,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,2,2,2,1,1,1,2,2,9,2,9,9,9,2,9,2,2,1,1,1,1,2,2,1,2,1,2,2,9,9,2,2,1,1,9,9,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
675,SELKIRK,Manitoba,1871 - 1976,4,1878.09.17,2830,cae3b92b-3fa6-4641-a9d4-70e585e40dc1,"SMITH, Donald Alexander",555,0.5041,Independent Conservative,Businessman,Protestant,0,4,,,,,,,,,Scotland,,,,9,9,1,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,1,2,9,1,2,2,9,2,2,1,1,1,9,2,9,2,2,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
513,ONTARIO NORTH,Ontario,1867 - 1924,4,1878.09.17- and 1880.08.28,2840,cb54f909-34ca-427e-8ff0-cc9981a34995,"WHELER, George",2215,0.5062,Liberal Party of Canada,"Mill owner, postmaster",Protestant,0,1,,,,,,,,,,Election declared void: 1878.09.17,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,9,9,2,1,1,1,9,1,1,1,1,1,9,2,1,9,1,9,1,1,2,9,1,9,2,1,9,9,1,2,2,9,1,1,9,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
