Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H07S1V001,H07S1V002,H07S1V003,H07S1V004,H07S1V005,H07S1V006,H07S1V007,H07S1V008,H07S1V009,H07S1V010,H07S1V011,H07S1V012,H07S1V013,H07S1V014,H07S1V015,H07S1V016,H07S1V017,H07S1V018,H07S1V019,H07S1V020,H07S1V021,H07S1V022,H07S1V023,H07S1V024,H07S1V025,H07S1V026,H07S1V027,H07S1V028,H07S2V001,H07S2V002,H07S2V003,H07S2V004,H07S2V005,H07S2V006,H07S2V007,H07S2V008,H07S2V009,H07S2V010,H07S2V011,H07S2V012,H07S2V013,H07S3V001,H07S3V002,H07S3V003,H07S3V004,H07S3V005,H07S3V006,H07S3V007,H07S3V008,H07S3V009,H07S3V010,H07S3V011,H07S3V012,H07S4V001,H07S4V002,H07S4V003,H07S4V004,H07S4V005,H07S4V006,H07S4V007,H07S4V008,H07S4V009,H07S4V010,H07S4V011,H07S4V012,H07S4V013,H07S4V014,H07S4V015,H07S4V016,H07S4V017,H07S4V018,H07S4V019,H07S4V020,H07S4V021,H07S4V022,H07S4V023,H07S4V024,H07S4V025,H07S4V026,H07S4V027,H07S4V028,H07S4V029,H07S4V030,H07S4V031,H07S4V032,H07S5V001,H07S5V002,H07S5V003,H07S5V004,H07S5V005,H07S5V006,H07S5V007,H07S5V008,H07S5V009,H07S5V010,H07S5V011,H07S5V012,H07S5V013,H07S5V014,H07S5V015,H07S5V016,H07S5V017,H07S5V018,H07S5V019,H07S5V020,H07S5V021,H07S5V022,H07S6V001,H07S6V002,H07S6V003,H07S6V004,H07S6V005,H07S6V006,H07S6V007,H07S6V008,H07S6V009,H07S6V010,H07S6V011,H07S6V012,H07S6V013
117,CARDWELL,Ontario,1867 - 1903,7,1895.12.24,2195,9d374be0-1066-4931-9fc0-1e5fe616c048,"STUBBS, William",accl.,,Independent Conservative,"Farmer, veterinary surgeon",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,9,9,1,2,9,1,2,1,2,2,1
216,ESSEX SOUTH,Ontario,1882 - 1966,7,1891.03.05,2213,9ef2d03a-01f3-41c5-95a7-db82fe43b866,"ALLAN, H.W.",2390,0.506,Liberal Party of Canada,"Merchant, produce dealer",Unknown,0,1,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,9,1,9,9,1,9,9,1,1,1,1,1,1,1,2,2,1,9,1,1,1,2,1,9,9,9,9,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,9,1,2,1,1,2,2,2,1,1,9,1,1,2,1,2,1,1,1,1,9,9,2,1,2,1,2,2,1,9,9,9,2,1
401,LONDON,Ontario,1867 - 1966,7,1891.03.05,2219,9f478755-9b43-47bd-be08-4483987534be,"HYMAN, C.S.",2037,0.5235,Liberal Party of Canada,Manufacturer,Protestant,0,1,,,,,,,,,,,,,2,2,2,2,2,9,9,1,2,2,9,9,9,1,2,9,1,9,1,1,1,1,1,9,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
138,CHARLOTTE,New Brunswick,1867 - 1966,7,1891.03.05,2222,9f5b8f3e-a5e3-4e38-8fa7-f36c56d10856,"GILLMOR, A.H.",1934,0.5343,Liberal Party of Canada,"Farmer, lumberman",Protestant,0,5,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,9,1,9,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,9,9,9,1,2,9,9,1,9,9,1,9,2,1,1,9,9,9,9,1,9,9,9,9,1,9,1,2,1,1,9,1,1,1,1,9,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,2,9,9,2,2,1,1,1,9,1,2,1,2,1,1,1,1,9,1,2,9,2,1,2,2,1,2,9,1,9,9
277,HASTINGS EAST,Ontario,1867 - 1924,7,1891.03.05-1892.01.20,2235,a04e37a9-fecd-4db4-a23b-cda5b326a236,"BURDETT, S.B.",1951,0.507,Liberal Party of Canada,"Lawyer, lecturer",Protestant,0,2,,,,,,,,,,Died in office: 1892.01.20,,,2,2,2,2,2,9,1,1,2,2,2,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
458,MONTMORENCY,Quebec,1867 - 1914,7,1891.03.05-1893.01.04,2246,a1231855-4bec-419e-9184-2deabd03d8a5,"TARTE, Joseph-Israel",975,0.5039,Conservative (1867-1942),"Journalist, newspaper editor, notary",Fr.Catholic,1,1,1,,,1,,,,,,Election declared void: ó,,,1,1,2,2,1,9,2,1,9,9,9,1,9,9,9,1,9,1,1,9,1,9,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
458,MONTMORENCY,Quebec,1867 - 1914,7,1893.01.05- ,2246.1,a1231855-4bec-419e-9184-2deabd03d8a5,"TARTE, Joseph-Israel",975,0.5039,Independent,"Journalist, newspaper editor, notary",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,9,1,2,2,9,1,1,9,1,9,1,2,2,9,2,1,1,1,1,9,1,9,1,1,9,9,1,1,2,1,1,1,1,2,2,2,1,9,1,2,9,9,1,9,2,1,2,1,2,2,1,1,1,9,1,1,2,1,2,1,9,1,1,9,2,1,2,2,1,2,9,9,2,2,9,9,1
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,7,1891.05.03,2254,a1fe60e8-e7a8-498b-921c-b6712fd21b74,"LAVERGNE, Louis",3159,0.5898,Liberal Party of Canada,"Editor, lawyer",Fr.Catholic,1,2,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,9,1,9,1,2,1,1,1,1,1,1,1,1,9,2,2,1,2,2,1,1,2,1,1,1,2,2,9,2,9,9,1,1,1,1,9,9,1,9,1,9,1,9,1,9,9,2,2,1,1,1,2,1,1,9,9,9,9,9,1,1,2,1,1,9,9,9,9,2,9,9,9,9,9,9,1,2,1,2,9,1,1,9,9,9,1,9,1,9,9,1,2,1,9,1,1,2,2,2,9,9,1,2,2,1,9,9,9,9,1
743,WEST TORONTO,Ontario,1867 - 1903,7,1891.03.05-1896.04.15,2257,a22f446d-cb53-4672-9014-51d1486ffb82,"DENISON, F.C.",5048,0.6053,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,Died in office: 1896.04.15,,,1,1,9,1,1,1,2,2,2,1,1,2,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,9,2,1,1,2,1,1,9,2,2,2,2,1,1,2,2,2,2,2,2,2,9,1,1,1,2,2,9,9,9,2,9,9,9,9,9,9,2,2,2,1,1,2,1,2,1,2,1,2,2,9,9,2,1,2,2,1,2,1,1,1,2,2,2,9,9,9,9,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,99
550,PICTOU,Nova Scotia,1867 - 1966,7,1891.03.05,2330,a6944562-cb8e-470b-be58-98091a2b8f27,"MCDOUGALD, John",3384,0.2792,Liberal-Conservative,Merchant,Protestant,0,4,,,,,,,,,,,,,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,9,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,9,2,9,9,9,2,9,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,2,2,2,9,2,2,2,2,2,1,2,2,9,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2
500,NORTHUMBERLAND EAST,Ontario,1867 - 1914,7,1891.03.05,2355,a8b48423-a177-428b-932c-de0c479bc9de,"COCHRANE, E.",2495,0.5248,Conservative (1867-1942),Farmer,Protestant,0,3,,,,,,,,,,,,,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,9,1,2,2,1,1,2,9,9,9,9,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,9,1,9,1,2,2,9,9,9,9,9,9,9,2,2,2,2,2,2,1,2,2,1,9,2,9,2,2,2,2,2,2,1,2,1,2,9,9,9,9,2,9,2,2,2,9,9,9,2,2,2,2,1,2,9,9,9,2,1,9,9,1,2,1,1,2
613,RICHMOND--WOLFE,Quebec,1867 - 1966,7,1891.03.05,2367,a951d705-3ee3-4703-8072-d03525fe0db0,"CLEVELAND, C.C.",2416,0.5309,Conservative (1867-1942),"Farmer, manufacturer",Protestant,0,1,,,,,,,,,,,,,1,1,9,1,9,1,2,2,2,1,9,9,9,2,1,2,2,2,2,2,2,2,2,9,1,2,2,1,9,2,9,9,2,9,2,1,1,9,9,9,9,2,9,9,2,9,9,2,2,2,9,2,9,2,9,1,9,9,9,2,9,9,2,9,9,9,2,2,2,2,2,2,2,1,9,9,9,2,2,9,9,9,9,9,9,2,1,9,9,2,9,9,9,9,9,2,9,2,9,9,2,9,2,9,2,2,9,2,9,9,9,2,1,9,9,9,2,9,1,9
663,SASKATCHEWAN (PROVISIONAL DISTRICT),Northwest Territories,,7,1891.03.05,2368,a956d6f0-b2b4-477f-a37e-3e7d8acef076,"MACDOWALL, D.H.",950,0.5875,Conservative (1867-1942),Lumber merchant,Protestant,0,2,,,,,,,,,Scotland,,,,1,1,9,1,1,1,9,2,9,9,9,9,9,2,1,2,2,2,2,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,9,9,2,9,2,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,9,2,1,2,9,2,2,9,2,9,1,1,2,1,1,2,1,2,1,1,2
783,VICTORIA NORTH,Ontario,1867 - 1903,7,1891.03.05,2397,ab17bb2c-d9f1-4ff6-9c50-7a72a3a1204b,"BARRON, John A.",1614,0.5334,Liberal Party of Canada,Lawyer,Unknown,0,2,,,,,,,,,,,,,2,2,2,2,2,9,9,1,2,2,9,1,1,1,2,1,9,1,1,1,1,1,1,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
753,THREE RIVERS,Quebec,1867 - 1892,7,1891.03.05,2399,ab3915d1-c1a6-4e29-b141-bfaa125727e1,"LANGEVIN, Hon. Sir Hector L.",682,0.5859,Conservative (1867-1942),"Editor, lawyer",Fr.Catholic,1,7,,1,,,,,,,,Resignation. Elected for Trois-Rivières and for Richelieu. Chose to sit for Trois-Rivières,,,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,9,9,9,2,9,9,2,2,2,1,1,2,2,2,2,2,9,9,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,9,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,9,2,9,1,1,2,1,9,9,1,2,1,1,2
475,NAPIERVILLE,Quebec,1867 - 1892,7,1891.03.05,2405,abec51c6-5aeb-4d3f-8da5-fcb07abd565a,"MONET, Dominique",817,0.5056,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,2,2,9,9,2,1,1,1,9,9,2,1,2,1,2,1,1,9,1,1,1,1,9,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,9,9,9,1,1,1,9,9,9,1,1,1,1,1,1,9,2,2,2,1,9,9,9,1,1,9,9,9,1,1,1,2,2,1,1,1,1,2,2,2,1,9,9,9,9,9,1,2,9,9,2,9,9,9,9,1,1,1,1,9,2,1,2,1,1,1,1,9,9,1,1,2,1,2,9,9,9,9,9,1,9
589,QUEENS,Nova Scotia,1867 - 1892,7,1891.03.05- and 1892.02.09,2406,abf15c70-df56-4b4c-9c67-b2672a2d7fc3,"FORBES, Francis Gordon",867,0.5309,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,1,1,1,9,9,9,1,1,1,1,1,1,9,9,9,9,9,2,9,1,2,1,1,1,2,2,1,9,9,9,1,1,1,1,9,9,1,1,1,1,1,1,1,9,2,9,2,1,9,1,2,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,1,2,2,2,9,9,1,1,1,2,1,1,1,1,1,1,9,1,2,2,9,1,2,2,1,9,9,9,9,9
327,KENT,New Brunswick,1867 - 1966,7,1892.12.06,2423,ad9ee672-d3a0-4ba9-ae0a-6da0d9c13bb7,"MCINERNEY, George Valentine",accl.,,Liberal-Conservative,Lawyer,Catholic,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,9,2,9,9,2,1,2,9,2,9,2,9,9,9,1,2,2,2,1,2,2,2,2,9,2,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,2,2,9,9,9,2,9,9,2,9,2,2,2,2,1,9,9,1,9,2,1,1,2,1,2,1,1,2
189,DURHAM WEST,Ontario,1867 - 1903,7,1891.03.05,2428,ae0f7ade-dc63-4d5f-9bfc-2c017edbdb8d,"BEITH, Robert",1962,0.5266,Liberal Party of Canada,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,9,1,1,1,1,9,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,9,2,1,1,1,9,9,9,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,9,9,1,1,2,2,2,1,1,9,9,1,2,1,2,1,1,1,1,2,1,9,9,2,1,2,2,1,2,9,9,2,9
515,ONTARIO WEST,Ontario,1882 - 1903,7,1891.03.05,2443,af336842-eee5-4285-bfb9-7917bf245ea6,"EDGAR, Jas. D.",1867,0.6826,Liberal Party of Canada,"Barrister, lawyer",Protestant,0,4,,,,,,,,,,,,,2,2,2,2,2,2,9,1,2,2,9,1,9,1,9,9,1,1,1,9,9,9,1,9,2,2,1,2,9,1,1,2,1,9,1,2,2,9,9,9,9,1,9,9,1,1,2,1,1,1,9,1,9,1,2,2,1,2,1,9,9,9,9,9,9,1,9,1,1,1,1,1,1,2,2,1,2,2,2,9,2,9,9,9,9,1,2,1,2,1,1,1,2,2,1,9,1,1,1,2,1,2,1,1,1,1,9,1,9,2,9,1,2,9,9,9,1,1,9,1
424,MARQUETTE,Manitoba,1871 - 1976,7,1892.07.15,2454,afe7c34c-ce0c-4794-9c37-be97ecaea761,"BOYD, Nathaniel",accl.,,Conservative (1867-1942),"Businessman, miller, rancher, telegrapher, train dispatcher",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,9,2,1,9,2,2,2,9,2,9,2,1,1,1,1,2,2,2,1,2,2,2,2,9,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,9,2,2,9,1,2,2,9,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,9,2,9,1,2,1,1,2,9,2,1,1,9
400,LISGAR,Manitoba,1871 - 1987,7,1891.03.05,2465,b0d8ec0f-9ce4-4c4f-9156-38f5b6c9386b,"ROSS, Arthur W.",1359,0.5376,Liberal-Conservative,"Lawyer, teacher",Protestant,0,3,,,,,,,,,,,,,1,1,9,9,1,1,2,2,2,1,9,2,1,2,9,9,9,9,2,2,2,9,9,2,1,2,2,1,1,2,9,9,2,2,2,1,1,2,2,9,9,2,2,2,2,1,1,2,2,2,2,2,2,2,9,1,9,9,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,2,1,2,2,2,2,2,1,2,2,2,9,2,2,1,2,9,9,9,2,1,1,2,1,9,9,9,2
258,GUYSBOROUGH,Nova Scotia,1867 - 1914,7,1891.03.05,2483,b2084239-e476-459f-ad17-f94d88a31ee3,"FRASER, D.C.",1145,0.5195,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,2,2,9,2,2,2,1,1,2,2,9,1,1,1,2,1,1,1,1,1,1,1,1,1,2,9,9,9,2,1,9,9,9,9,1,2,2,1,2,9,1,1,9,9,1,9,9,9,1,1,9,1,9,1,9,2,1,2,1,9,9,9,9,9,9,1,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,1,9,9,9,9,1,9,1,1,1,2,1,2,1,1,1,9,9,1,1,9,1,1,2,9,1,2,9,9,9,9
146,CITY AND COUNTY OF ST. JOHN,New Brunswick,1867 - 1914,7,1891.03.05-1892.09.13 ,2485,b20ffa27-a099-4ccf-b768-64b13856cf2d,"SKINNER, C.N.",4448,0.2678,Liberal Party of Canada,"Judge, lawyer",Protestant,0,2,,,,,,,,,,Resignation: 1892.09.13 ,,,1,1,9,9,1,1,9,2,2,1,1,2,9,2,9,9,9,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,9,9,9,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
770,VERCHERES,Quebec,1867 - 1892,7,1891.03.05-1894.08.07 ,2499,b3509db1-9d7e-441f-9b44-ebae2fd10555,"GEOFFRION, Hon. F.",1108,0.541,Liberal Party of Canada,Notary,Fr.Catholic,1,7,,,,,,,,,,Died in office: 1894.08.07 ,,,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,9,1,1,2,1,1,1,2,2,1,2,2,1,1,1,9,1,2,9,1,1,1,1,1,1,1,2,2,9,9,1,1,9,9,1,1,1,1,1,1,1,9,9,2,9,1,9,1,2,2,2,1,9,9,9,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
131,CHAMPLAIN,Quebec,1867 - 2003,7,1891.03.05,2513,b4ac3eee-5fdb-4ed7-98a5-c744ba1ccaf3,"CARIGNAN, Onesime",1976,0.5099,Conservative (1867-1942),"Grocer, wholesaler",Fr.Catholic,1,1,,,,,,,,,,,,,1,1,9,1,9,1,2,2,2,1,9,2,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,9,2,2,1,2,2,2,1,1,9,2,9,2,2,9,9,2,9,9,2,2,2,2,2,2,2,9,1,9,1,2,2,9,9,9,2,9,2,9,9,9,2,2,2,2,1,1,2,1,2,2,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9
107,CAPE BRETON,Nova Scotia,1867 - 1903,7,1891.03.05,2514,b4be02a5-b2da-4a53-8a58-46c2fb101176,"MCDOUGALL, H.F.",2681,0.2733,Liberal-Conservative,Merchant,Catholic,0,3,,,,,,,,,,,,,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,9,2,9,2,2,2,2,2,1,9,9,9,1,9,2,1,9,2,2,1,1,2,2,2,9,2,2,2,2,9,1,2,2,2,9,2,9,2,1,1,9,1,2,2,2,1,2,2,2,2,9,2,2,9,2,2,2,1,1,2,1,2,2,9,9,2,2,9,9,9,9,9,9,2,2,1,9,9,2,2,2,9,2,1,2,9,2,2,2,2,9,2,1,9,1,2,1,1,2,1,2,1,1,2
723,TERREBONNE,Quebec,1867 - 1996,7,1893.01.10,2520,b5128aea-a508-4858-83d6-21a9066ff52b,"LECLAIR, Pierre",accl.,,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,9,9,2,2,2,2,2,2,2,1,1,9,1,2,2,9,9,2,2,9,2,2,9,2,9,2,2,2,1,1,2,1,2,2,2,9,2,2,2,2,2,9,2,9,2,2,1,1,1,9,9,9,2,9,9,2,2,2,9,2,2,9,2,1,1,9,2,1,1,2,1,2,9,9,9
301,HURON EAST,Ontario,1882 - 1914,7,1891.03.05,2522,b51f4134-46ce-4074-8ec8-9b889a8caa45,"MACDONALD, Peter",2037,0.5409,Liberal Party of Canada,Physician,Protestant,0,2,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,9,9,1,9,9,1,9,2,1,9,1,9,1,9,1,2,9,9,2,1,9,9,9,9,9,9,9,1,1,1,9,1,1,1,2,2,1,2,2,1,1,2,9,1,9,9,1,9,2,1,1,1,2,2,2,1,1,1,9,1,2,1,2,1,1,1,1,9,1,2,9,2,1,2,2,1,9,9,9,9,1
122,CARLETON,New Brunswick,1867 - 1914,7,1891.03.05- and 1892.04.06,2540,b72ac095-0ef8-46f5-83eb-6150e557cbd1,"COLTER, Newton Ramsay",2016,0.5138,Liberal Party of Canada,Physician,Protestant,0,1,,,,,,,,,,Election declared void: ó,,,2,2,2,2,2,2,1,1,2,2,9,1,9,1,9,1,1,9,1,1,1,1,1,1,2,2,1,2,9,9,1,2,1,1,1,2,2,9,2,1,1,1,1,2,1,1,2,1,1,1,9,1,9,1,2,9,1,2,1,1,9,2,1,1,1,1,1,1,1,9,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,2,1,2,2,2,1,1,9,9,9,9,1,2,1,1,1,9,2,1,2,2,9,1,2,2,1,2,1,1,9,9
313,JACQUES CARTIER,Quebec,1867 - 1952,7,1891.03.05-1895.09.27,2544,b751ee4d-e377-4f83-af5b-c9b4106ae886,"GIROUARD, Desire",1379,0.5556,Conservative (1867-1942),"Author, lawyer",Fr.Catholic,1,4,,,,,,,,,,Resignation. Appointed Judge of the Supreme Court of Canada: 1895.09.27,,,1,1,9,9,9,1,2,2,2,1,9,2,9,2,1,2,2,2,2,2,2,2,2,9,1,2,2,1,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,2,9,9,2,9,2,2,9,1,9,9,2,9,9,9,2,9,9,2,9,9,2,2,2,2,2,1,1,2,1,2,2,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,2,9,9,9,9,1,2,2,2,9,2,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99
123,CARLETON,Ontario,1867 - 1966,7,1891.03.05,2546,b758cff8-9059-41de-a0e0-afea7441d318,"HODGINS, W.T.",1494,0.5073,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,,,,,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,9,2,2,2,9,2,2,2,1,2,2,1,9,2,2,1,2,2,2,1,1,2,9,9,9,2,9,9,2,9,9,1,2,2,2,2,2,2,1,9,1,1,2,9,2,2,2,2,2,2,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,2,9,2,2,2,2,9,9,9,9,2,9,2,9,2,9,2,2,9,9,9,1,9,1,2,1,2,9,9,9,9,2
514,ONTARIO SOUTH,Ontario,1867 - 1924,7,1891.03.05,2549,b7772ce6-a586-4402-b11c-8b819e5979a3,"DAVIDSON, J.I.",2042,0.5041,Liberal Party of Canada,"Farmer, rancher",Protestant,0,1,,,,,,,,,Scotland,,,,2,2,2,2,2,2,1,1,2,2,9,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
567,PRINCE EDWARD,Ontario,1867 - 1903,7,1891.03.05- and 1892.02.04,2556,b7d3c6bc-ca70-46f6-808b-294bd6aa6818,"MILLER, Archibald Campbell",2264,0.5043,Conservative (1867-1942),"Canner, farmer",Protestant,0,1,,,,,,,,,,Election declared void: ó,,,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,9,2,1,1,2,2,9,9,2,2,2,2,9,1,2,2,2,9,2,9,2,9,9,1,1,2,2,9,1,2,2,2,9,9,2,2,2,2,2,2,1,9,2,1,9,9,9,2,2,2,2,9,2,9,2,2,9,2,9,1,1,2,9,9,2,2,1,2,9,2,2,2,2,9,2,9,9,1,2,1,1,2,1,9,9,1,9
