Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H17S1V001,H17S1V002,H17S1V003,H17S1V004,H17S1V005,H17S1V006,H17S2V001,H17S2V002,H17S2V003,H17S2V004,H17S2V005,H17S2V006,H17S2V007,H17S2V008,H17S2V009,H17S2V010,H17S2V011,H17S2V012,H17S2V013,H17S2V014,H17S2V015,H17S2V016,H17S2V017,H17S2V018,H17S2V019,H17S2V020,H17S2V021,H17S2V022,H17S2V023,H17S2V024,H17S2V025,H17S3V001,H17S3V002,H17S3V003,H17S3V004,H17S3V005,H17S3V006,H17S3V007,H17S3V008,H17S3V009,H17S3V010,H17S3V011,H17S3V012,H17S3V013,H17S3V014,H17S3V015,H17S3V016,H17S3V017,H17S3V018,H17S3V019,H17S3V020,H17S3V021,H17S3V022,H17S3V023,H17S3V024,H17S4V001,H17S4V002,H17S4V003,H17S4V004,H17S4V005,H17S4V006,H17S4V007,H17S4V008,H17S4V009,H17S4V010,H17S4V011,H17S4V012,H17S4V013,H17S4V014,H17S4V015,H17S4V016,H17S4V017,H17S4V018,H17S4V019,H17S4V020,H17S4V021,H17S4V022,H17S4V023,H17S4V024,H17S4V025,H17S4V026,H17S4V027,H17S4V028,H17S4V029,H17S4V030,H17S4V031,H17S4V032,H17S4V033,H17S4V034,H17S4V035,H17S4V036,H17S4V037,H17S4V038,H17S4V039,H17S4V040,H17S5V001,H17S5V002,H17S5V003,H17S5V004,H17S5V005,H17S5V006,H17S5V007,H17S5V008,H17S5V009,H17S5V010,H17S5V011,H17S5V012,H17S5V013,H17S5V014,H17S5V015,H17S5V016,H17S5V017,H17S5V018,H17S5V019,H17S5V020,H17S5V021,H17S5V022,H17S5V023,H17S5V024,H17S5V025,H17S5V026,H17S5V027,H17S6V001,H17S6V002,H17S6V003,H17S6V004,H17S6V005,H17S6V006,H17S6V007,H17S6V008,H17S6V009,H17S6V010,H17S6V011,H17S6V012,H17S6V013,H17S6V014,H17S6V015,H17S6V016,H17S6V017,H17S6V018,H17S6V019,H17S6V020,H17S6V021,H17S6V022,H17S6V023,H17S6V024,H17S6V025,H17S6V026,H17S6V027
853,YORK SOUTH,Ontario,1903 - 1976,17,1930.07.28,1852,84b55602-3be7-4f1f-bb26-c4fdcb3bdd11,"MCGREGOR, Robert Henry",11852,0.6872,Conservative (1867-1942),"Contractor, gardener",,0,2,,,,,,,,,,,,,9,2,2,2,1,2,1,2,2,1,2,9,9,9,2,2,1,9,9,2,2,9,9,9,1,2,9,2,9,9,2,1,9,1,1,9,1,9,2,1,1,1,2,1,9,2,9,2,2,1,2,2,9,9,2,1,2,1,2,2,9,1,1,1,1,1,1,9,1,2,2,1,9,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,9,9,2,2,2,1,1,9,9,9,1,1,2,2,9,9,1,1,1,9,9,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,9,1,1,9,9,9,1,1,2,2,1
208,ELGIN WEST,Ontario,1867 - 1933,17,1934.09.24,1895,883e950d-37a3-4980-9fc8-9b112eeae713,"MILLS, Wilson Henry",9617,0.569,Liberal Party of Canada,"Farmer, fruit grower",,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,9,9,1,1,1,9,1,1,2,1,2,1,9,9,2,2,9,9,9,9,2,1,1,1,9
51,BONAVENTURE,Quebec,1867 - 1971,17,1930.07.28,1896,8844037f-c912-404d-a505-6bf56321dd9a,"MARCIL, Hon. Charles",5894,0.502,Liberal Party of Canada,Journalist,,1,9,,,,,,,,,,,,,9,9,2,1,2,1,2,1,1,9,9,9,9,9,9,9,9,1,2,1,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,2,2,1,2,2,9,9,2,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,2,9,9,9,9,1,2,9,1,9,9,9,2,2,2,1,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,1,9,2,9,1,2,1,2,9,2,9,9,9,2,9,9,9,9,9,9,9,9
239,GLENGARRY,Ontario,1924 - 1952,17,1930.07.28,1918,89ab48a0-500f-4d21-9850-96900ff0461c,"MCGILLIS, Angus",5059,0.5691,Conservative (1867-1942),"Farmer, rancher",,0,1,,,,,,,,,,,,,2,2,9,9,9,2,9,2,2,1,2,2,2,1,9,2,1,2,9,2,2,2,2,1,1,9,1,2,1,2,2,9,9,9,1,2,1,2,2,1,1,1,2,9,9,9,9,9,9,9,2,2,1,2,9,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,9,1,1,2,1,1,1,1,9,9,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,9,1,1,2,9,2,2,1,2,2,2,9,1,2,1,2,2,1,2,1,1,9,1,1,1,1,1,1,1,2,2,1
346,KOOTENAY EAST,British Columbia,1914 - 1966,17,1930.07.28-1930.08.06,1940,8b32f3bc-5153-4811-89d9-be68e2759ab5,"MCLEAN, Michael Dalton",4674,0.5113,Conservative (1867-1942),Foreman,,0,1,,,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1930.08.06 ,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
648,ST. LAWRENCE--ST. GEORGE,Quebec,1914 - 1947,17,1930.07.28-1930.08.06  and 1930.08.25,1950,8c3c5f1e-ca27-4173-b0cf-e45c76058ebe,"CAHAN, Charles Hazlitt",6666,0.646,Conservative (1867-1942),"Counsel, lawyer, newspaper editor",,0,3,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1930.08.06 ,,,2,2,2,2,1,9,1,9,9,9,2,2,2,1,9,2,1,2,1,9,9,2,2,1,1,2,1,2,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,1,2,2,1,9,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,1,1,9,1,2,2,9,9,1,9,1,9,1,1,2,9,2,1,1,1,1,9,9,2,9,9,9,2,2,1,1,9,1,2,2,1,2,9,9,9,1,9,1,1,9,9,9,2,2,1
252,GREY NORTH,Ontario,1867 - 1966,17,1930.07.28,1986,8ed7a6c7-9567-4125-ac75-f048e3ea4ff2,"PORTEOUS, Victor Clarence",7617,0.5062,Conservative (1867-1942),Farmer,,0,1,,,,,,,,,,,,,9,9,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,9,9,9,1,9,9,9,9,9,1,2,1,2,2,9,9,9,9,1,9,2,9,2,2,1,2,9,1,9,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,9,9,1,9,9,9,2,2,1,1,9,9,1,9,1,9,1,1,9,2,1,2,2,1,1,9,9,2,2,9,1,9,1,1,9,9,1,2,9,9,9,1,1,1,2,2,2,9,1,9,2,2,1,1,9,1,2,2,1,2,1,9,2,1,1,1,1,9,1,9,2,9,1
432,MEGANTIC,Quebec,1867 - 1933,17,1930.07.28,1998,8f7d3a4d-4568-4969-94f2-d6b8b2df15d9,"ROBERGE, Eusebe",7609,0.5693,Liberal Party of Canada,Merchant,,1,4,,,,,,,,,,,,,1,1,2,1,2,1,2,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,2,1,9,1,2,9,9,9,1,9,9,1,2,9,1,9,2,2,1,9,9,9,9,2,1,2,1,1,2,1,9,1,1,2,9,9,2,9,9,9,9,9,2,2,1,2,1,1,9,9,9,2,1,1,2,9,1,9,2,1,2,9,9,9,9,9,2,2,9,9,9,9,1,1,1,2,9,9,9,1,1,9,9,9,2,2,9,9,2,2,2,9,2,1,9,2,9,9,9,9,9,9,1,1,1,2,1,9,2,1,2,9,9,9,9,9,9,9,9,9,2,9,9,9,2
557,PORT ARTHUR--THUNDER BAY,Ontario,1924 - 1933,17,1930.07.28,2014,90d65729-a390-4c10-be4b-8c19454edbb3,"COWAN, Donald James",6371,0.5907,Conservative (1867-1942),"Barrister, crown attorney",,0,2,,,,,,,,,,,,,2,2,2,2,1,2,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,9,1,2,9,1,9,1,9,2,1,9,2,9,9,9,9,9,2,2,1,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,1,1,1,1,9,9,2,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,2,2,1,9,1,1,9,9,1,9,1,9,9,9,9,9,9
1263,ST. ANN,Quebec,1914 - 1947,17,1930.07.28,2080,955ea3d6-369a-4ee3-9bb6-8f5b81099453,"SULLIVAN, John Alexander",11384,0.5082,Conservative (1867-1942),Lawyer,,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,9,9,2,9,9,2,9,9,9,9,9,9,2,2,1,1,9,9,9,1,2,9,9,9,1,9,9,1,2,2,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,1,9,9,2,2,9,9,9,1,9,9,9,9,1,9,9,2,2,1,9,9,1,1,9,9,9,1,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,1,1,1,1,9,9,2,9,1,9,2,9,9,1,9,1,2,2,1,2,1,9,9,9,9,1,1,9,9,9,9,9,1
685,SIMCOE EAST,Ontario,1882 - 1966,17,1930.07.28-1935.05.17,2108,9714db57-64d0-4e99-be0a-cced0159e421,"THOMPSON, Alfred Burke",7974,0.5111,Conservative (1867-1942),Barrister,,0,3,,,,,,,,,,Resignation: ,,,2,2,2,2,1,2,1,2,2,1,9,2,9,1,2,2,1,9,9,2,2,9,9,9,1,9,9,9,1,9,9,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,9,9,1,9,9,9,9,9,1,9,2,2,9,1,9,9,9,1,2,2,9,1,9,9,2,2,1,9,9,9,9,9,9,9,1,1,9,9,9,2,9,9,1,9,9,2,2,9,9,1,1,1,9,9,1,2,1,9,9,9,1,1,9,9,2,9,9,9,2,9,1,1,9,1,9,9,9,2,9,1,99,99,99,99,99,99,99,99,99,99,99
831,WRIGHT,Quebec,1892 - 1947,17,1930.07.28,2112,97506db1-a520-445c-8df7-11933204bbb5,"PERRAS, Fizalam-William",6015,0.5495,Liberal Party of Canada,Lumber merchant,,0,3,,,,,,,,,,,,,9,9,2,1,2,1,2,1,9,9,2,9,9,9,9,1,9,9,9,1,1,2,1,2,2,9,9,1,9,1,9,9,9,9,2,9,2,1,1,2,2,2,1,9,9,9,9,2,1,2,1,1,2,9,9,1,9,2,9,9,2,9,9,9,2,2,2,9,9,2,9,9,9,2,9,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,9,9,9,9,9,1,9,9,1,9,1,1,9,9,9,2,2,2,9,9,2,2,1,9,1,2,2,1,9,1,9,9,9,1,1,1,2,9,9,2,1,2,1,9,2,2,2,9,2,2,9,9,1,9,1,9
594,REGINA,Saskatchewan,1907 - 1933,17,1930.07.28,2130,99269bc1-6e12-4396-b1c3-f9eb71a0c7b4,"TURNBULL, Franklin White",14446,0.5716,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,2,9,9,9,2,1,2,1,2,2,9,9,9,9,9,1,2,9,2,9,9,2,9,9,2,1,1,2,9,9,9,9,9,9,9,1,2,9,9,9,9,1,2,9,1,9,1,2,2,1,9,9,9,9,9,1,9,9,2,2,9,1,9,9,1,9,9,1,9,9,9,2,2,1,9,1,1,1,9,1,1,1,1,9,9,9,2,2,1,9,2,1,9,2,2,1,9,1,1,1,1,1,2,1,2,9,9,9,1,2,2,2,2,1,9,2,2,9,1,2,1,2,2,1,9,1,1,9,9,1,1,1,1,9,9,9,2,1
559,PORTAGE LA PRAIRIE,Manitoba,1903 - 1947,17,1930.07.28,2139,9991d13c-5af6-4467-86b4-2f4097ba5dfc,"BURNS, William Herbert",6372,0.5056,Conservative (1867-1942),Merchant,,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,9,9,9,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,9,1,2,1,1,2,1,2,2,9,9,9,2,1,9,9,1,2,2,1,9,9,1,9,9,1,2,1,2,2,1,1,1,1,1,1,9,1,2,2,2,1,1,1,9,1,2,2,1,1,2,9,9,9,9,1,9,1,1,2,1,1,1,1,9,2,1,2,2,1,1,2,1,9,2,2,1,1,1,1,1,1,1,2,9,2,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9
405,LONG LAKE,Saskatchewan,1924 - 1933,17,1930.07.28-1934.09.28,2140,999b4498-298c-4f93-b71d-638f9ced9483,"COWAN, Walter Davy",5577,0.447,Conservative (1867-1942),Dentist,,0,2,,,,,,,,,,Died in office: 1934.09.28,,,2,2,2,2,1,2,1,2,2,1,9,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,9,9,1,2,2,1,2,2,9,9,9,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,9,9,9,9,9,9,9,9,2,1,2,9,9,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
498,NORTHUMBERLAND,Ontario,1914 - 1966,17,1930.07.28,2143,99caecb0-0fa5-43c6-9308-14dbbabe42c0,"FRASER, William Alexander",8436,0.5236,Liberal Party of Canada,"Farmer, fruit grower, industrialist, manufacturer",,0,1,,,,,,,,,,,,,9,9,2,1,2,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,1,9,9,9,9,1,9,1,2,1,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,2,1,2,9,9,9,9,1,2,1,2,9,2,9,2,9,9,2,9,9,1,9,9,9,9,9,9,9,9,9,2,2,9,9,9,1,1,9,9,2,9,9,1,1,9,9,9,9,2,9,9,9,9,9,1,2,1,2,2,9,9,1,9,9,9,1,9,9,9,9,1,2,1,2,1,9,9,9,2,2,2,9,9,9,9,1,1,2
702,ST. JOHN--ALBERT,New Brunswick,1914 - 1966,17,1930.07.28-1930.08.06  and 1930.08.25-1935.02.11,2156,9ac50507-8652-4cd5-a135-fa8200b2fc0c,"MACLAREN, Hon. Murray",16454,0.3303,Conservative (1867-1942),"Physician, surgeon",,0,4,,1,,,,,,,,Resignation. Appointed Minister of Pensions and National Health: 1930.08.06  & Resignation. Appointed Lieutenant-Governor of New Brunswick: 1935.02.11,,,2,9,2,2,1,9,1,2,2,1,2,2,9,9,9,2,1,2,1,2,2,9,9,9,9,9,1,2,9,2,9,1,2,9,1,2,1,9,2,1,1,1,2,9,9,9,1,2,2,1,9,1,9,9,9,1,9,1,9,2,9,1,9,1,1,1,9,9,9,9,9,9,9,1,1,1,2,2,1,9,9,1,2,2,1,1,1,9,1,9,9,1,1,9,9,2,1,2,2,1,1,2,1,2,2,2,1,9,1,1,1,1,1,2,9,2,9,1,1,1,9,9,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
431,MEDICINE HAT,Alberta,1907 - ,17,1930.07.28,2160,9af5baa0-61a7-412e-9dc2-ec6e56f68e3e,"GERSHAW, Frederick William",6043,0.6603,Liberal Party of Canada,Physician,,0,3,,,,,,,,,,,,,9,1,1,1,2,9,2,1,1,2,2,2,9,2,9,9,1,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,9,9,9,9,9,9,9,2,9,9,9,1,1,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,2,2,9,1,2,2,2,9,1,1,1,2,2,1,9,9,1,2,9,9,9,9,9,9,9,9,9,9,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,9,2,2,9,1,9,9,9,9,9,9,9,9,2,1,1,1,1,1,2,1,9,9,1,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9
141,CHATEAUGUAY--HUNTINGDON,Quebec,1914 - 1947,17,1930.07.28,2203,9ddd582d-ff2c-45ca-a9c2-3bccf00de176,"MOORE, John Clarke",5934,0.5215,Conservative (1867-1942),Physician,,0,1,,,,,,,,,,,,,2,2,2,2,1,2,9,2,2,1,2,2,2,1,2,9,1,2,1,2,2,2,2,1,1,2,1,2,1,2,9,9,9,1,9,9,1,2,2,9,1,1,2,9,9,2,9,2,2,1,2,2,1,2,2,1,2,1,9,9,1,1,1,1,1,1,1,9,2,2,2,1,1,1,9,1,9,2,1,1,2,9,2,2,1,1,9,1,1,2,1,1,1,1,1,2,1,2,2,1,1,9,9,2,2,2,1,1,1,1,1,1,1,2,1,9,9,1,1,1,2,2,9,9,9,9,9,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
738,TORONTO EAST CENTRE,Ontario,1924 - 1933,17,1930.07.28,2212,9eece064-ca7a-41af-bed3-871c6ef7c132,"MATTHEWS, Robert Charles",10949,0.6672,Conservative (1867-1942),"Gentleman, investment broker",,0,2,,1,,,,,,,,,,,2,9,2,2,1,9,9,2,2,1,2,9,9,9,9,2,1,9,9,2,2,9,9,9,9,2,9,9,9,9,9,9,2,9,9,2,9,2,9,9,1,1,2,9,9,9,9,2,2,1,9,9,9,2,9,1,2,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,1,2,2,1,1,2,1,9,2,2,1,1,1,1,9,9,9,2,1,2,1,9,1,1,2,2,9,9,9,9,9,2,9,9,9,1,2,2,1,9,9,1,9,9,1,9,9,9,1,9,9,9,1
2,ACADIA,Alberta,1924 - 1966,17,1930.07.28,2230,9fe39079-b761-44a0-b593-a189fdacac26,"GARDINER, Robert",accl.,,United Farmers of Alberta,Farmer,,0,5,,,,,,,,,Scotland,,,,1,2,1,9,2,1,2,1,9,2,1,1,9,2,2,2,1,1,9,1,9,1,1,2,9,9,1,2,9,9,2,2,1,2,1,1,2,1,1,1,1,2,1,2,9,2,2,1,2,2,1,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,1,9,2,9,9,9,9,1,9,2,9,1,1,1,2,9,2,1,2,1,1,2,2,9,9,9,1,2,1,2,9,9,9,9,9,9,9,2,1,9,2,1,9,9,2,1,1,1,9,1,1,1,1,2,1,2,2,2,1,2,2,9,2,1,1,1,1,1,2,9,2
562,PORTNEUF,Quebec,1867 - 2004,17,1930.07.28,2269,a309659a-7da7-4f27-8b65-50907841da5a,"DESROCHERS, Jules",7813,0.5183,Liberal Party of Canada,"Pharmacist, physician",,1,1,,,,,,,,,,,,,9,1,2,1,2,1,2,1,1,2,9,9,1,2,1,9,2,9,9,1,1,2,1,2,9,1,9,1,9,9,9,9,9,2,2,9,2,1,1,9,2,2,1,9,9,1,9,2,1,2,1,9,9,9,9,2,1,2,9,9,2,2,2,2,2,2,9,9,1,2,1,2,9,2,9,2,9,1,2,2,1,9,2,1,2,9,9,2,2,1,2,2,9,9,9,9,9,1,1,9,9,9,9,1,1,9,9,9,2,2,2,9,2,2,2,1,2,1,9,9,9,9,9,9,9,9,1,1,1,2,9,9,2,1,2,9,9,2,2,2,9,2,2,9,2,9,1,9,9
230,FRONTENAC--ADDINGTON,Ontario,1924 - 1952,17,1930.07.28-1934.05.27,2278,a3ea1660-3e43-4051-9a81-7066dd705a7e,"SPANKIE, William",7432,0.6467,Conservative (1867-1942),Physician,,0,2,,,,,,,,,,Died in office: 1934.05.27,,,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,9,9,9,9,2,2,1,1,2,9,9,9,2,2,1,2,1,1,9,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,9,9,9,9,9,9,9,1,9,2,2,1,1,1,1,1,2,9,1,1,2,1,2,2,1,9,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
263,HALIFAX,Nova Scotia,1867 - ,17,1930.07.28-1935.07.19,2280,a3f7af51-7840-4658-9556-225a76696410,"QUINN, Felix Patrick",21280,0.2611,Conservative (1867-1942),Industrialist,,0,3,,,,,,,,,,Resignation. Called to the Senate: 1935.07.19,,,2,2,2,2,1,2,1,2,2,1,9,2,9,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,9,1,2,1,9,2,1,9,2,1,1,1,2,1,2,2,1,2,2,1,2,2,9,2,9,1,9,1,2,2,1,1,1,1,1,1,1,1,9,2,2,1,1,1,1,1,9,2,1,9,9,9,2,2,1,9,1,1,1,2,1,1,1,1,1,2,1,2,2,9,9,2,1,2,2,2,1,1,1,1,1,1,1,2,9,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,9,1,2,2,1,2,1,1,9,1,1,1,1,1,1,1,2,2,1
707,STORMONT,Ontario,1924 - 1966,17,1930.07.28,2284,a428a8ae-dfa4-4743-aa92-fafb5ebf7a9a,"SHAVER, Frank Thomas",7901,0.5189,Conservative (1867-1942),Merchant,,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,9,1,9,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,9,2,1,1,2,1,2,2,1,1,9,1,1,2,1,9,1,1,1,2,1,2,2,9,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,9,1,1,9,9,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1
585,QUEBEC SOUTH,Quebec,1914 - 1966,17,1930.07.28,2293,a47e2fa3-277a-47c3-8868-2fc0fdddd05a,"POWER, Charles G.",8086,0.5494,Liberal Party of Canada,Lawyer,,0,5,,,,,,,,,,,,,9,1,2,1,2,1,9,9,1,2,9,9,9,9,1,1,1,9,9,1,1,2,1,2,2,1,9,9,9,9,9,9,9,9,2,9,9,1,1,9,2,2,1,9,9,9,9,2,1,2,9,2,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,2,1,2,9,9,2,2,2,1,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,9,9,9,9,9,9,9,2,2,2,9,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9
71,BRANTFORD CITY,Ontario,1924 - 1947,17,1930.07.28,2304,a5303c97-4d89-48d9-9824-45bc13cd0aad,"RYERSON, Robert Edwy",9154,0.6012,Conservative (1867-1942),"Grocer, merchant",,0,3,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,2,2,9,2,2,1,9,9,2,2,2,2,1,9,2,1,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,9,9,1,2,1,2,2,1,9,9,9,9,9,9,9,9,2,2,9,9,9,1,1,2,2,1,9,2,1,2,2,1,1,1,9,9,9,1,9,9,9,9,2,1,2,2,1,1,9,9,9,2,9,9,9,1,1,1,1,9,2,1,2,9,1,1,1,9,9,2,9,9,9,2,2,1,1,2,1,2,2,1,2,9,9,9,1,1,9,9,9,1,1,9,2,9
824,WINNIPEG SOUTH,Manitoba,1914 - 1976,17,1930.07.28,2311,a5a56521-a20b-4265-a2ac-40ae006805ca,"ROGERS, Hon. Robert",10117,0.5022,Conservative (1867-1942),"Business executive, gentleman, merchant",,0,3,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,9,9,2,9,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,9,9,1,2,9,1,2,1,2,2,9,9,9,2,1,2,9,1,2,2,1,2,2,9,9,9,9,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,9,1,9,9,9,9,9,9,9,9,9,1,2,9,9,9,2,1,2,2,2,1,9,1,1,9,1,9,2,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
37,BEAUHARNOIS,Quebec,1867 - 1933,17,1930.07.30,2319,a6118e5f-21ea-4604-b78b-56ad3aa2b56e,"RAYMOND, Maxime",5714,0.5889,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,2,9,9,2,9,2,2,2,9,9,9,1,2,9,9,9,2,9,9,9,9,2,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,9,9,9,2,9,9,9,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
