Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H03S1V001,H03S1V002,H03S1V003,H03S1V004,H03S1V005,H03S1V006,H03S1V007,H03S1V008,H03S1V009,H03S2V001,H03S2V002,H03S2V003,H03S2V004,H03S2V005,H03S2V006,H03S2V007,H03S2V008,H03S2V009,H03S2V010,H03S2V011,H03S2V012,H03S2V013,H03S2V014,H03S2V015,H03S2V016,H03S2V017,H03S2V018,H03S2V019,H03S2V020,H03S2V021,H03S2V022,H03S2V023,H03S2V024,H03S2V025,H03S2V026,H03S2V027,H03S2V028,H03S2V029,H03S2V030,H03S2V031,H03S2V032,H03S2V033,H03S2V034,H03S2V035,H03S3V001,H03S3V002,H03S3V003,H03S3V004,H03S3V005,H03S3V006,H03S3V007,H03S3V008,H03S3V009,H03S3V010,H03S3V011,H03S3V012,H03S3V013,H03S4V001,H03S4V002,H03S4V003,H03S4V004,H03S4V005,H03S4V006,H03S4V007,H03S4V008,H03S4V009,H03S4V010,H03S4V011,H03S4V012,H03S4V013,H03S4V014,H03S4V015,H03S4V016,H03S4V017,H03S4V018,H03S4V019,H03S4V020,H03S4V021,H03S4V022,H03S4V023,H03S4V024,H03S4V025,H03S4V026,H03S4V027,H03S4V028,H03S4V029,H03S4V030,H03S4V031,H03S4V032,H03S4V033,H03S4V034,H03S4V035,H03S4V036,H03S5V001,H03S5V002,H03S5V003,H03S5V004,H03S5V005,H03S5V006,H03S5V007,H03S5V008,H03S5V009,H03S5V010,H03S5V011,H03S5V012,H03S5V013,H03S5V014,H03S5V015,H03S5V016,H03S5V017,H03S5V018,H03S5V019,H03S5V020,H03S5V021,H03S5V022,H03S5V023,H03S5V024,H03S5V025,H03S5V026,H03S5V027,H03S5V028,H03S5V029,H03S5V030,H03S5V031,H03S5V032,H03S5V033,H03S5V034
514,ONTARIO SOUTH,Ontario,1867 - 1924,3,1876.07.05,2100,968ebad3-28e8-433f-8bde-2838bdafcbd8,"GIBBS, Thomas Nicholson",1665,0.5058,Liberal-Conservative,"Manufacturer, merchant, produce dealer",Protestant,0,3,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,9,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,9,9,2,1,2,2,9,1,1,9,1,1,2,2,1,1,2,1,1,2,1,1,2,1,9,9,9,1,1,1,1,9,1,1,2,1
248,GRENVILLE SOUTH,Ontario,1867 - 1903,3,1874.01.22-1878.08.08,2101,969591d1-5aa7-40bb-8ee6-cf8270d81faa,"BROUSE, William Henry",1106,0.5264,Liberal Party of Canada,Physician,Protestant,0,2,,,,,,,,,,Resignation. Called to the Senate: 1878.08.08,,,2,2,1,1,9,2,9,9,9,2,1,2,1,1,2,2,1,9,1,1,2,2,2,1,9,9,9,9,9,1,9,2,9,9,9,9,9,9,2,1,2,1,1,2,9,1,1,2,9,2,9,9,2,9,9,9,2,9,9,2,9,1,2,1,1,1,2,2,1,9,1,1,2,2,2,2,2,2,2,2,1,2,2,1,9,2,9,2,2,9,9,9,9,1,2,1,2,9,9,1,1,2,1,9,2,2,2,1,2,9,2,1,2,2,9,2,2,2,2,9,2,2,1,9,9,9,9
131,CHAMPLAIN,Quebec,1867 - 2003,3,1874.01.22,2125,98a7e8f3-9a89-4f06-a046-7872a8b296da,"MONTPLAISIR, Hippolyte",1063,0.5026,Liberal-Conservative,Farmer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,1,1,1,9,9,1,2,2,2,2,9,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,9,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,9,9,1,2,2,2,1,1,2,2,2,2,1,9,9,9,9,9,9,9,9,1,1,2,1,1,2,1,1,2,9,9,9,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,9,1,2,1,9,9,1,9,2,1,1,1,1
599,RENFREW NORTH,Ontario,1867 - 1972,3,1874.01.22- and 1876.01.21,2161,9b1d7a00-039b-436a-81b7-451173585a8a,"WHITE, Peter",600,0.4208,Conservative (1867-1942),Lumber merchant,Protestant,0,1,,,,,,,,,,Unseated on petition: ...,,,2,2,1,1,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,1,2,2,1,1,1,9,9,1,1,1,1,1,1,2,1,9,9,1,1,2,9,9,9,1,1,1,2,1,1,1,2,1,1,1,2,9,1,2,1,1,1,9,9,9,2,9,1,2,1,9,1,9,1,9,2,1,1,1,2,1,1,2,9,1,1,1,1,2,9,1,1,1,1,2,2,1,1,1
266,HALTON,Ontario,1867 - 1987,3,1874.01.22,2190,9cb86da4-1414-4018-82a6-6f896df728fe,"CHISHOLM, Daniel Black",1464,0.504,Liberal-Conservative,"Farmer, lawyer",Protestant,0,2,,,,,,,,,,,,,2,2,1,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
117,CARDWELL,Ontario,1867 - 1903,3,1874.01.22-1876.11.14,2206,9e812587-a43a-4f72-a639-31ddc6dad2fc,"CAMERON, Hon. John Hillyard",1204,0.5137,Conservative (1867-1942),Lawyer,Protestant,0,3,,,,,,,,,,Died in office: 1876.11.14,,,2,2,1,2,9,1,9,9,9,9,9,1,2,1,2,1,9,9,9,9,1,1,2,1,1,9,9,9,9,9,9,9,9,9,9,2,2,2,9,2,9,9,9,1,9,2,9,1,9,2,9,9,9,2,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
181,DORCHESTER,Quebec,1867 - 1966,3,1874.01.22- and 1875.12.14,2221,9f5a3365-aa92-486c-96b6-15dff25eca08,"ROULEAU, Fortunat",895,0.5059,Liberal-Conservative,Lawyer,Fr.Catholic,1,1,,,,,,,,,,Unseated on petition: ...,,,1,1,2,1,1,1,1,9,1,1,2,2,2,2,2,1,2,2,2,9,1,1,1,2,2,2,2,1,1,9,9,1,1,1,2,1,1,1,2,1,1,1,9,1,2,2,1,1,9,9,2,1,1,1,1,9,1,2,1,1,2,2,1,9,9,9,9,9,9,9,2,2,9,9,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,9,2,1,9,9,2,2,2,9,1,2,1,1,2,1,2,1,9,2,9,1,9,9,9,2,1,9,1,9,9,9,9,9,9,9
138,CHARLOTTE,New Brunswick,1867 - 1966,3,1874.01.22,2222,9f5b8f3e-a5e3-4e38-8fa7-f36c56d10856,"GILLMOR, Arthur Hill, jun.",1518,0.554,Liberal Party of Canada,"Farmer, lumberman",Protestant,0,1,,,,,,,,,,,,,2,1,2,2,2,2,1,2,9,2,1,2,1,9,2,2,1,1,1,1,2,2,2,1,1,2,2,9,2,2,2,9,2,2,1,2,2,2,9,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,9,1,9,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,9,9,9,1,2,1,1,1,9,1,9,2,1,1,2,2,2,1,2,9,2,9,2,2,9,2,2,2,1,2,2,2,1,2,2,1,2
37,BEAUHARNOIS,Quebec,1867 - 1933,3,1874.01.22,2240,a0e89fb7-a031-44eb-bc33-e222f6f04105,"ROBILLARD, Ulysse Janvier",711,0.5186,Independent Conservative,Grain merchant,Fr.Catholic,1,2,,,,,,,,,,,,,2,1,2,9,1,2,9,9,9,2,1,2,1,1,9,9,9,9,9,2,2,2,1,2,2,9,2,2,2,2,2,9,2,2,1,1,1,2,2,1,2,1,2,2,2,1,9,9,9,1,9,9,9,2,1,2,2,1,1,2,2,2,9,2,9,2,1,1,1,9,2,2,9,2,2,2,2,1,2,9,9,1,9,1,2,2,9,1,2,1,9,9,9,1,1,9,2,2,2,1,2,2,2,2,2,9,9,9,9,9,9,9,2,9,2,2,9,2,9,9,9,2,9,9,9,9,9
684,SHERBROOKE (TOWN OF),Quebec,,3,1874.01.22,2247,a128e4f4-8efa-4f05-aa39-730097885289,"BROOKS, Edward Towle",accl.,,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,2,1,1,1,9,9,1,9,1,2,1,9,9,9,9,1,2,2,2,9,1,9,9,9,9,2,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,2,9,1,1,2,9,9,9,9,1,1,9,2,2,2,9,9,1,1,2,2,9,9,9,1,1,9,2,1,1,1,2,1,1,1,9,1,2,9,1,1,9,9,9,2,1,9,9,2,2,2,2,9,9,2,2,2,1,2,9,2,2,9,1,1,9,9,2,9,1,1,9,2,9,9,9,9,9
311,INVERNESS,Nova Scotia,1867 - 1933,3,1874.01.22,2248,a13855e8-bc22-450c-bfac-16416bb2de2a,"MCDONNELL, Samuel",1223,0.526,Liberal Party of Canada,Lawyer,Catholic,0,2,,,,,,,,,,,,,2,1,2,9,9,9,9,9,9,2,1,2,1,9,1,9,9,9,9,9,9,9,9,9,2,2,1,1,1,1,2,2,2,9,9,2,2,9,9,9,2,1,2,2,2,9,2,2,2,2,2,2,2,2,1,9,9,1,2,1,9,2,2,9,2,2,2,2,1,2,9,9,2,2,1,9,2,2,2,2,2,2,9,1,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,2,2,1,2,9,9,9,2,2,9,9,1,2,2,9,9,9,1,2,2,1,2
580,QUEBEC-CENTRE,Quebec,1867 - 1914,3,1877.11.03,2318,a5ec3e77-d525-45d0-9078-403c5a3719bc,"MALOUIN, Jacques",accl.,,Independent,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,9,1,2,2,2,2,9,9,2,1,1,9,9,9,9
458,MONTMORENCY,Quebec,1867 - 1914,3,1874.01.22,2328,a67c41bd-4f6e-441e-9224-2f014f4c3f53,"LANGLOIS, Jean",accl.,,Conservative (1867-1942),"Lawyer, professor of criminal law",Fr.Catholic,1,3,,,,,,,,,,,,,2,1,2,9,1,2,1,9,9,2,1,2,1,1,9,2,1,1,1,2,2,2,1,2,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,9,2,1,2,2,9,2,9,2,2,9,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,2,2,9,9,2,2,1,2,2,9,9,9,2,9,2,2,2,2,2,2,9,1,2,2,1,2
606,RICHELIEU,Quebec,1867 - 1933,3,1874.01.22,2338,a76b6eb2-7f64-4acb-8416-bb2fc03ad738,"BARTHE, George Isidore",1320,0.5412,Independent Conservative,"Editor, lawyer",Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,2,1,2,1,9,2,2,1,9,9,9,1,2,2,2,2,9,9,9,9,9,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,9,2,9,2,2,1,1,2,2,2,2,2,2,9,2,2,2,2,9,2,1,9,9,2,9,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,9,9,9,9,1,2,2,1,2,2,2,2,1,2,9,1,2,2,1,1,2,1,9,9,9,9,9,2,9,9,9,9,9,9,2,2,1,9
626,RUSSELL,Ontario,1867 - 1966,3,1874.01.22,2340,a7c76817-00e3-45e0-8423-786ee4916a69,"BLACKBURN, Robert",1078,0.4929,Liberal Party of Canada,Merchant,Protestant,0,1,,,,,,,,,Scotland,,,,2,2,1,1,2,2,9,9,9,2,1,9,9,9,9,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,9,2,2,2,1,2,2,2,2,2,1,9,2,9,9,9,2,2,2,1,9,2,9,2,2,9,1,2,1,1,1,2,2,1,1,9,9,2,2,2,2,2,2,1,2,1,2,9,9,2,2,1,9,2,9,2,1,1,1,9,1,2,9,9,9,1,2,9,9,9,2,2,1,9,1,2,9,2,9,9,2,2,2,2,2,9,2,1,2,2,1,2
840,YORK,New Brunswick,1867 - 1914,3,1874.01.22,2398,ab2ccf04-5e14-4fd0-a7da-77864b418d20,"PICKARD, John",accl.,,Independent Liberal,Lumber merchant,Protestant,0,3,,,,,,,,,,,,,2,1,1,9,2,2,9,9,9,2,1,2,1,1,2,2,2,2,2,9,2,2,2,1,1,9,2,2,2,2,2,9,1,1,2,9,9,9,2,1,2,1,2,2,2,1,2,2,9,2,2,2,2,2,1,2,2,9,2,2,9,9,2,9,1,1,2,2,1,9,9,9,9,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,9,1,2,2,2,9,1,1,1,2,1,1,2,2,2,1,9,1,2,1,2,2,1,2,2,2,2,2,9,2,1,2,2,1,2
134,CHARLEVOIX,Quebec,1867 - 1914,3,1876.01.22- and 1877.03.23,2399,ab3915d1-c1a6-4e29-b141-bfaa125727e1,"LANGEVIN, Hector-Louis",952,0.5623,Conservative (1867-1942),"Editor, lawyer",Fr.Catholic,1,3,,,,,,,,,,Election declared void: „,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,1,2,2,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,9,2,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1
235,GASPE,Quebec,1867 - 1996,3,1875.07.10,2410,ac30cfd3-6bee-4c9f-9e6c-46cdeb835977,"SHORT, John",605,0.6692,Conservative (1867-1942),Farmer,Unknown,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,2,2,1,9,2,9,9,9,1,1,9,1,9,9,9,2,2,2,2,2,2,9,9,9,9,9,9,2,1,1,9,9,1,1,2,1,1,9,1,9,9,2,9,9,9,9,9,9,9,1,1,1,2,2,1,2,2,2,9,1,2,1,2,2,2,9,2,1,9,9,1,2,9,9,9,9,9,9,1,9,9,9
407,LOTBINIERE,Quebec,1867 - 2000,3,1874.01.22,2415,acd3be84-1d6b-42de-a1b1-a6ad6e781cd6,"BERNIER, Henry",776,0.7293,Liberal Party of Canada,"Businessman, manufacturer",Fr.Catholic,1,1,,,,,,,,,,,,,2,1,2,2,1,2,1,2,2,9,9,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,9,9,9,2,1,2,2,1,1,2,2,2,1,9,9,9,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,9,9,9,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1
793,WELLAND,Ontario,1867 - 1987,3,1874.01.22,2419,ad1acecd-dc43-49a6-9c7d-42303b932369,"THOMSON, William A.",1682,0.5298,Liberal Party of Canada,"Author, railway promoter",Protestant,0,2,,,,,,,,,Scotland,,,,9,9,9,9,9,9,9,9,9,2,1,2,1,1,2,9,1,1,1,1,9,9,1,2,9,9,2,2,9,9,2,9,2,2,1,2,2,2,2,2,2,1,2,2,2,9,2,2,9,9,2,2,2,2,9,9,2,1,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,1,2,2,9,2,2,1,9,9,1,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
338,KING'S COUNTY,Prince Edward Island,1873 - 1892,3,1874.01.22,2422,ad64bb45-56bd-43d2-af0f-94db6997f9ec,"MCINTYRE, Peter Adolphus",1530,0.3235,Liberal Party of Canada,"Coroner, physician",Catholic,0,1,,,,,,,,,,,,,2,1,2,9,2,2,9,2,9,2,1,2,1,1,1,2,1,1,1,9,2,2,1,9,2,2,9,9,2,2,2,2,2,2,1,2,2,2,2,1,2,1,9,9,2,9,2,2,2,2,2,2,2,9,1,9,9,9,2,2,9,2,2,2,9,9,2,2,1,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,2,2,1,9,9,9,9,2,9,9,9,9,1,2,2,2,9,2,2,2,1,2,2,9,9,2,2,9,2,2,2,9,2,2,9,1,2,2,1,2
551,PONTIAC,Quebec,1867 - 1947,3,1874.01.22,2460,b07ee452-542b-47af-9604-d5db2075cbaa,"WRIGHT, William McKay",accl.,,Liberal-Conservative,Lawyer,Protestant,0,2,,,,,,,,,,,,,2,2,1,1,1,1,9,9,1,2,2,9,9,9,2,9,2,2,2,1,1,1,2,1,1,9,1,1,1,9,1,2,2,2,1,2,2,2,9,1,2,1,9,9,9,2,1,1,9,2,1,1,1,1,9,9,1,2,1,1,9,2,9,9,9,9,1,1,2,9,2,2,1,1,1,1,9,1,9,1,1,1,2,2,1,9,9,1,9,9,9,9,9,9,1,2,2,9,9,2,9,9,9,9,1,9,9,9,9,1,2,1,1,1,9,9,9,1,9,1,1,9,9,9,1,1,1
846,YORK NORTH,Ontario,1867 - 2003,3,1874.01.22- and 1875.06.29,2466,b0dadeaf-a97e-4e1d-bdef-d6db7b94de29,"DYMOND, Alfred Hutchinson",1854,0.5501,Liberal Party of Canada,"Author, editor, lecturer, writer",Protestant,0,1,,,,,,,,,England,Unseated on petition: ...,,,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,9,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2
574,PROVENCHER,Manitoba,1871 - ,3,1874.01.22-1874.04.09 and 1874.09.03-1875.02.24,2475,b171f2b7-238a-4a42-9f32-bd0924d63a1a,"RIEL, Louis",195,0.7386,Independent,"Author, metis leader, teacher",Fr.Catholic,1,2,,,,,,,,Metis,,Expelled from the House of Commons: 1874.04.09 and Unseated and declared outlaw: 1875.02.24,,,99,99,99,99,99,99,99,99,99,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
837,YARMOUTH,Nova Scotia,1867 - 1914,3,1874.01.22,2476,b1950348-73f4-4e08-8ce8-30c1e70e78e8,"KILLAM, Frank",1192,0.61,Liberal Party of Canada,"Merchant, shipowner",Protestant,0,3,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,9,9,1,9,2,2,2,2,2,9,2,2,1,2,2,9,2,1,9,1,9,9,2,1,2,2,9,2,2,9,2,2,1,2,2,1,2,2,9,1,9,1,1,1,2,2,1,1,9,9,2,2,2,2,9,2,2,1,2,2,9,1,9,2,1,2,2,1,1,2,1,1,2,2,2,9,9,1,9,2,9,1,2,2,2,1,2,2,2,9,2,9,1,2,2,2,2,2,2,9,1,9,9,9,9
461,MONTREAL CENTRE,Quebec,1867 - 1892,3,1875.01.12- and 1875.11.26,2481,b1f7c025-06b6-463a-ad6d-ac7e0b140879,"DEVLIN, Bernard",2303,0.5092,Liberal Party of Canada,"Editor, journalist, lawyer",Catholic,0,1,,,,,,,,,Ireland,Unseated on petition: ...,,,99,99,99,99,99,99,99,99,99,2,1,2,1,1,9,2,1,1,1,9,9,9,9,9,9,9,9,9,9,1,9,2,9,9,9,2,9,9,2,1,9,9,9,9,1,1,1,1,9,1,9,9,2,9,9,9,9,9,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,9,9,9,9,9,2,9,1,9,9,9,9
770,VERCHERES,Quebec,1867 - 1892,3,1874.01.22-1874.07.07 and 1874.07.25,2499,b3509db1-9d7e-441f-9b44-ebae2fd10555,"GEOFFRION, Feliz",924,0.6214,Liberal Party of Canada,Notary,Fr.Catholic,1,3,,1,,,,,,,,Resignation. Appointed Minister of Inland Revenue: 1874.07.07,,,2,1,2,2,2,2,9,9,2,2,1,2,1,1,9,9,1,1,1,9,2,2,1,2,9,2,2,2,9,2,2,2,2,2,1,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,9,2,9,2,2,9,9,9,9,1,2,2,2,2,2,1,9,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,9,9,2,2,9,2,2,1,2
550,PICTOU,Nova Scotia,1867 - 1966,3,1874.01.22,2500,b362af52-7447-476f-a47a-0ccdbf493533,"DAWSON, John A.",2124,0.2489,Liberal Party of Canada,"Merchant, taxidermist",Protestant,0,1,,,,,,,,,,,,,2,2,1,9,9,9,9,9,9,2,1,2,1,1,1,2,2,2,2,9,2,2,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,2,9,9,9,9,9,9,9,9,2,2,9,1,2,1,9,9,2,2,1,9,9,9,2,2,2,2,9,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,1,9,2,1,9,9,2,2,1,2,1,2,9,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9
775,VICTORIA,Nova Scotia,1867 - 1903,3,1874.12.17-1875.04.28 and 1876.09.21,2502,b3fb4320-2842-45fa-926b-501570a3b142,"CAMPBELL, Charles James",541,0.5085,Conservative (1867-1942),Merchant,Protestant,0,1,,,,,,,,,Scotland,Unseated on decision of the Supreme Court of Nova Scotia ,,,99,99,99,99,99,99,99,99,99,9,9,2,1,1,1,2,1,1,1,9,2,2,2,9,9,9,2,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,1,2,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,2,9,1,9,1,9,2,9,9,1,9,1,1,1,2,1,1,2,1,1,1,9,1,1,1,1,1,9,1,9,1,1,2,1
152,COLCHESTER,Nova Scotia,1867 - 1933,3,1874.01.22- and 1874.12.17,2504,b40a287b-b5c1-4637-9114-4153125c2952,"MCKAY, Thomas",1429,0.5212,Liberal-Conservative,Merchant,Protestant,0,1,,,,,,,,,,Unseated on petition: ...,,,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,9,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,9,2,2,2,9,1,2,2,2,1,9,2,1,9,9,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,9,1,1,1,9,9,9,2,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,9,1,9,9,9,9,9,9,9,9,9
550,PICTOU,Nova Scotia,1867 - 1966,3,1874.01.22,2515,b4c86b40-41a5-47a6-b8f9-8faeb26c8fb1,"CARMICHAEL, James W.",2178,0.2552,Liberal Party of Canada,Shipowner,Protestant,0,2,,,,,,,,,,,,,2,2,1,9,9,9,9,9,9,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,2,2,2,2,9,9,9,9,9,2,2,1,1,2,1,1,1,2,2,1,1,9,9,2,2,2,2,9,2,2,2,2,2,2,1,2,2,1,2,2,1,9,9,9,9,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,9,2,2,2,2,2,2,1,9,9,9,9
713,SUNBURY,New Brunswick,1867 - 1892,3,1874.01.22,2537,b671c2a2-2cfb-448a-83c6-2bb2fa9c4f30,"BURPEE, Charles",556,0.529,Liberal Party of Canada,Farmer,Protestant,0,3,,,,,,,,,,,,,2,2,1,2,2,2,1,9,1,2,1,2,1,1,2,2,2,2,2,9,2,2,2,1,1,9,2,2,2,2,2,2,2,9,9,2,2,2,9,9,9,2,2,2,2,9,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,9,1,2,2,1,1,9,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,9,9,1,1,2,9,2,2,2,2,1,2,1,2,9,2,9,1,2,2,2,2,2,2,1,1,9,2,1,2
518,OTTAWA (CITY OF),Ontario,,3,1874.01.22-1877.04.16 and 1877.05.09,2560,b7fa7f39-5779-4040-b3d5-3e472fa5b0e9,"CURRIER, J.M.",1458,0.3857,Liberal-Conservative,"Businessman, lumberman",Protestant,0,3,,,,,,,,,United States,Resignation. Having infringed the Independence of Parliament Act by conducting business dealings with the government while still a Member: 1877.04.16,,,2,2,1,1,9,9,1,9,1,1,2,9,9,9,2,1,2,2,2,9,1,2,1,2,2,9,9,9,2,1,1,2,1,9,9,9,2,2,2,9,9,9,9,1,2,2,9,1,9,1,9,1,1,2,2,1,9,9,1,2,2,2,2,9,2,2,1,1,2,2,2,9,9,1,1,2,1,1,1,2,1,1,9,9,1,9,9,99,99,99,99,99,99,9,1,2,2,9,2,9,9,9,9,2,1,2,9,9,9,9,2,9,1,1,9,1,2,1,9,1,1,1,9,2,2,1,1
